Other self-employment,10 years +,5 years +,3 years +
Points for business experience (can be awarded in only one category)\tRelevant self-employment\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t,,,
Other self-employment,20,15,5
Relevant senior management experience,10 years +,5 years +,
Relevant senior management experience,10,5,
5 years +,,,
5,,,
Points for benefit to New Zealand (can be awarded in up to two categories),,,
New full time employment creation,,,
10+ new full time positions for New Zealand citizens or residents,,,
80,,,
5 or more new full time positions for New Zealand citizens or residents,,,
50,,,
5 or more new full time positions for New Zealand citizens or residents\t50,,,
3 or more new full time positions for New Zealand citizens or residents\t30,,,
2 new full time positions for New Zealand citizens or residents\t20,,,
1 new full time position for a New Zealand citizen or resident.\t10,,,
