,2021,2021,2021,2020,2020,2020,2020
,Total Prior to,Intra- Departmental,,Total,Prior to,Intra- Departmental,
Earned Revenues,Eliminations,Eliminations,Total,,Eliminations,Eliminations,Total
Consular Fees:,,,,,,,
"Passport, Visa and Other Consular Fees",$ 497,$,$ 497,$,504,$,$ 504
Machine Readable Visa,833,,833,,916,,916
Expedited Passport,323,,323,,133,,133
"Passport, Visa and Other Surcharges","1,227",,"1,227",,"1,029",,"1,029"
"Fingerprint Processing,DiversityLottery and Affidavit of Support",48,,,48,65,,65
Subtotal-Consular Fees,"2,928",,"2,928",,"2,647",,"2,647"
FSRDF,"1,382",810,572,,"1,394",779,615
ICASS,"3,772","2,693","1,079",,"3,620","2,576","1,044"
Other Reimbursable Agreements,"2,726",486,"2,240",,"2,766",521,"2,245"
Working Capital Fund,"1,446","1,255",191,,"1,338","1,177",161
Other,496,63,433,,130,87,43
Total,"$12,750","$ 5,307","$ 7,443",$,"11,895","$ 5,140","$ 6,755"
