As of September 30, (dollars in millions)
19X6223,"19X6225,19X6226,All Others,Total"
Fiduciary Net Assets,"Beginning of Year,$,8,$,2,$,,$,10,$,73,$,3,$,,$,76"
Contributions,"335,85,,,420,15,,,15,,,,,,,15"
Disbursements to and on Behalf of Beneficiaries,"(199),(67),,,266,(80),(1),,,81,,,,,,"
Increases/(Decreases) in Fiduciary Net Assets,"136,18,,,154,(65),(1),,,66,,,,,,"
Fiduciary Net Assets,"End of Year,$136,$26,$2,$,164,$8,$2,$,10"
Fiduciary Net Assets,
As of September 30, (dollars in millions)
19X6223,"19X6225,19X6226,All Others,Total"
Fiduciary Assets,"19X6223,19X6225,19X6226,,,Total"
Cash & Cash Equivalents,
Fund Balance with Treasury,"$136,$26,$2,$,164,$8,$2,$,10"
Total Fiduciary Net Assets,"$136,$26,$2,$,164,$8,$2,$,10"
