Source of Budgetary Resources (dollars in billions),2021,2020
Budget Authority:,,
Direct or Related Appropriations Authority Financed from Trust Funds,$37.9,$33.0 3.4
Spending Authority from Providing Goods,3.5,
and Services Unobligated Balance from Prior Year,8.8,8.0
"Budget Authority, Net",29.9,32.7
Total Budgetary Resources,$ 80.1,$ 77.1
"Unobligated balance from prior year budget authority, net (dollars in billions)",2021,2020
Unobligated Balance- End of Prior Year Transfers In/(Out) Prior Year Authority,$27.9 一,$ 31.1 (0.1)
Recoveriesof Prior Year Paid Obligations,0.2,0.2
Recoveries of Prior Year Unpaid Obligations,2.0,1.6
Funds Returned to Treasury,(0.2),(0.1)
Unobligated Balance from Prior Year,,
"Budget Authority, Net",$29.9,$32.7
