,Estimated Fair Value after,Estimated Fair Value after,Estimated Fair Value after,Estimated Increase (Decrease) inNet Earnings (@
,Fair Value,Hypothetical Price Change,Hypothetical Change in Prices,Estimated Increase (Decrease) inNet Earnings (@
"December 31, 2021",,,,
Investments in equity securities,,"$350,719 30% increase $","452,936 $","81,136"
Equity index put option contract liabilities,,30% decrease,"248,606","(81,053)"
Equity index put option contract liabilities,,9930% increase,5,74
,,30% decrease,"1,088",(781)
"December 31,2020",,,,
Investments in equity securities,,"$281,170 30% increase $","362,830 $","63,321"
Investments in equity securities,,30% decrease,"199,547","(63,293)"
Equity index put option contract liabilities,"1,065",530% increase,257,638
Equity index put option contract liabilities,,30% decrease,"2,702","(1,293)"
