,"Class A, $5 Par Value (1,650,0o0 shares authorized)","Class A, $5 Par Value (1,650,0o0 shares authorized)","Class A, $5 Par Value (1,650,0o0 shares authorized)","Class B, $0.0033 Par Value (3,225,000,0o0 shares authorized)","Class B, $0.0033 Par Value (3,225,000,0o0 shares authorized)","Class B, $0.0033 Par Value (3,225,000,0o0 shares authorized)"
,Issued,Treasury,Outstanding,Issued,Treasury,Outstanding
"Balance December 31, 2018","742,213","(12,897)",,"）729,316 1,373,558,983",,"(6,138,909) 1,367,420,074"
Conversions of Class A common stock to Class B common stock and exercises of,,,,,,
replacement stock options,"(22,906)",,"(22,906)","34,624,869",,"34,624,869"
Treasury stock acquired,,"(4,440)","(4,440)",,"(17,563,410)","(17,563,410)"
"Balance December 31, 2019","719,307","(17,337)",,"701,9701,408,183,852",,"(23,702,319) 1,384,481,533"
Conversions of Class A common stock to,,,,,,
Class B common stock,"(40,784)",,"(40,784)","61,176,000",,"61,176,000"
Treasury stock acquired,,"(17,255)","(17,255)",,"(95,614,062)","(95,614,062)"
"Balance December 31, 2020","678,523","(34,592)",,,"643,9311,469,359,852 (119,316,381) 1,350,043,471",
Conversions of Class A common stock to,"(12,622)",,"(12,622)",,,
Class B common stock Treasury stock acquired,,"(14,196)","(14,196)","18,933,000","(78,501,968)","18,933,000 (78,501,968)"
"Balance December 31, 2021","665,901","(48,788)",,"617,1131,488,292,852(197,818,349) 1,290,474,503",,
