,,,,,,Percentage change2021 vs 2020 2020 vs 2019,Percentage change2021 vs 2020 2020 vs 2019
,2021,,2020,,2019,Percentage change2021 vs 2020 2020 vs 2019,Percentage change2021 vs 2020 2020 vs 2019
Revenues,,,,,,,
Service,"$15,872","$15,872",$12.346,,"$13,496",,28.6% (8.5)%
Retailing,"18,960","18,960","15,832",,"15,991",,19.8 (1.0)
McLane,"49,450","49,450","46,840",,50.458,5.6 (7.2),5.6 (7.2)
,"$84,282","$84,282","$75,018",,"$79,945",,
Pre-tax earnings,,,,,,,
Service,"$ 2,672","$ 2,672","$ 1,600",,"$ 1,681",67.0% (4.8)%,67.0% (4.8)%
Retailing,"1,809","1,809","1,028",,874,76.0 17.6,76.0 17.6
McLane,230,230,251,,288,(8.4) (12.8),(8.4) (12.8)
,"$ 4,711","$ 4,711","$ 2,879",,"$ 2,843",,
Pre-tax earnings as a percentage of revenues,,,,,,,
Service,16.8%,16.8%,13.0%,%,12.5%,,
Retailing,9.5%,9.5%,6.5%,6.5%,5.5%,,
McLane,0.5%,0.5%,0.5%,0.5%,0.6%,0.6%,0.6%
