THEMISSION Map on p302,THEMISSION Map on p302,THEMISSION Map on p302,THEMISSION Map on p302,THEMISSION Map on p302,THEMISSION Map on p302
Sights,(p147),21 Dynamo. Donuts.…. .F6,42 20 Spo..... D5,62 Make-Out Roo.... ..C6,81 Litte Paper Plane.s....4
1 24th & York Mini Park....F6,22 EI Techo.,.C5 43 Bissap Baobab..,.D4 63 Marsh ...,.C5,82 Mission Comics & Art....C4
2 826 Valencia.. .C4,23 Farmhouse Kitchen,44 Borderlands..,.C4 64 Oberlin Dance,,83 Mission Skateboards....E6
3 Aesthetic Union...,Thai Cuisine....,...E4 45 Dalva& Hideout.,...C2 Collective.....,.D3,84 Nedles & Pe.... ..C6
4Bam.......?,24 For.eign..i.em...5,46 Doc's loc...,,65 Red Popy Art House... E6,85N.o.....
5 Califormia College of,25 Humphr.y S.ocom.b....6,47 EI Rio....,.C8 66 Revolution Cae...,.C5,86 Paxton Ga.. ..C4
the Art....,26 La Palma,48 Elixir......,.C2,67 Rite Spot Cafe . E3,87 Rainbow. Gr.oce..….1
6 Catharine Clark,Mexicatessen...,..F6 49 Four Barrel Coffe..,.C2,68 Roxie Cinem.a.... ..C2,88TigerlilyPerfumery..C5
Gallery......,..G2 27 La Taqueria..,.D7 50 Homestead.,.E4,,89 Voyage.... ..C2
7 Clarion Alley.....,...C3 28 Locand......,...C3 51 Latin American Club .,... .C5,O Shopping (p162),
8 CreativityE*xplored....B2,29 Mission Che.…,....4,52 Pho...oo.th...6,69 Adobe Books&,Sports & Activities (p165)
9 Dearborn Community,30 Mission Chinee.,...4 53 Ritual Coffee,,Backroom,9018 Reasons.. ..B3
Garden....,.C3 31 Mission Community,,Roasters. .C5,Gallery..... .E6,91 Dance Missio... ..D6
10 Dolores Park...,..A4 Market..,..C5 54 Trick Dog .,..E4,70 Aggregate Supply. ...C4,92 Mission Bowling Club....D03
11 Galeria de la Raza.,..F6 32 Mission Pie,..D7 55 Zeitgeist..,..C1,71 Alley Cat Books. .E6,93 Mission Cultural
12 Hosfelt Galler...,...62 33 Namu Gaji....,...B3,,72 Baggu.... ..C5,Center for Latino
13 Mision Do.lores...43,34 Old Jerusae...,...D7,Entertainment (p160),73 Betabrand.... ..4,Arts......
14 Southe. E*xposure....F4,35 Pancho Villa .,..C2,56 Alamo Drafthouse,74 Bi-Rite... .B4,94 Potrero del Sol/La
15 Wom.e.'s Building....C4,36 Pizzeria Delfina.,..B4,Cinema... .C5,75 Black & Blue Tatto...B82,Raza Skatepark. ...G67
,37 Prubechu'.,..D7,57 Amnesia .... C4,76 Casa Bonampa.... ..C5,95 Precita Eyes Mission
Eating,(p151),38 Tacolicious. .C4,58 Brava Theater.. .F6,77 Community Thrift ..C3,Mural Tours.. ..E6
16 Al's Place.,...C8,39 Tartine. Manufactory....Ee3,59 Brick & Mortar .,78 Dog Eared Books.. ..C5,96 Urban Put.... .D5
17 Burma Lo....,,40 Udup.Pa.la.ce....,60 Chape......,79 Good Vibratiotn.. ...3,
18 Califomios..,.D5,,61 Joe Goode,80 Gravel & Go.d .. .C5,Sleeping (p235)
19 Commonwealth..,.C4,Drinking & Nightlife (p157),Performance,Heath Ceramics,97 Inn San Francisco.. ..D5
20 Craftsman&.olves......C4,41%ABV,.B2,Group.... ...E2,& Newsstand....(se 39),
