Sights,21,Dynamo Donuts,F6,42,20 Spot,F6,62,Make-Out Room,D5
Sights,22,El Techno,C5,43,Bissap Baobab,C5,63,Marsh,D4
Sights,23,Farmhouse Kitchen,C4,44,Borderline,C4,64,Oberlin Dance,C4
Sights,24,Aesthetic Union,E3,45,Dalva & Hideout,E4,65,Red Poppy Art House,D5
Sights,25,Balmy Alley,E7,46,Doc's Clock,C5,66,Revolution Cafe,C8
Sights,26,California College of the Arts,E6,47,El Rio,E6,67,Rite Spot Cafe,C2
Sights,27,Catharine Clark Gallery,G2,48,Elixir,F6,68,Roxie Cinema,C2
Sights,28,Clarion Alley,C3,49,Four Barrel Coffee,F6,69,Voyager,C2
Sights,29,Dearborn Community Garden,C3,50,Homestead,D7,70,Adobe Books & Gallery,E4
Sights,30,Doña Maria's Market,D4,51,Latin American Club,C3,71,Aggregate Supply C5,
Sights,31,Mission Community Market,D5,52,Mission Pie,F6,72,Alley Cat Books,C1
Sights,32,Mission Chinese Market,D6,53,Zeiggeist,B3,73,Betabrand. C5,
Sights,33,Namu Gaji,G2,54,Trick Dog Roasters C5,74,Br-Rite. C5,,
Sights,34,Old Jerusalem A3,55,Black & Blue Tattoo Roasters C5,75,Black & Blue Tattoo Roasters C5,,,
Sights,35,Pancho Villa F4,56,Alamo Drathouse C2,76,Casa Bonampak C4,,,
Sights,36,Pizzeria Delfina C4,57,Ammesia C4,77,Community Thrift F6,,,
Sights,37,Prebicheu D5,58,Brava Theater C4,78,Dog Eared Books C1,,,
Sights,38,Tacolicious C8,59,Brick & Mortar C5,79,Good Vibrations C4,,,
Sights,39,Tartine Manufactory E3,60,Chapel C5,80,Gravel & Gold C5,,,
Sights,40,Udipi Palace C5,61,Joe Goode C5,81,Little Paper Planes C6,,,
Sights,41,%ABV C4,62,Mission Comics & Art C4,82,Mission Skateboards C5,,,
Sights,42,20 Spot C5,63,Marsh C4,83,Mission Skateboards C6,,,
Sights,43,Bissap Baobab C5,64,Oberlin Dance C4,84,Needles & Pens C6,,,
Sights,44,Borderline C4,65,Red Poppy Art House C5,85,Noworks D3,,,
Sights,45,Dalva & Hideout E4,66,Revolution Cafe C8,86,Paxton Gate C5,,,
Sights,46,Doc's Clock C5,67,Rite Spot Cafe C2,87,Rainbow Grocery E3,,,
Sights,47,El Rio E6,68,Roxie Cinema C2,88,Tigerlily Perfumery C5,,,
Sights,48,Elixir F6,69,Voyager C2,89,Voyager C2,,,
Sights,49,Four Barrel Coffee F6,70,Adobe Books & Gallery E4,90,18 Reasons B3,,,
Sights,50,Homestead D7,71,Aggregate Supply C5,91,Dance Mission D6,,,
Sights,51,Latin American Club C3,72,Alley Cat Books C1,92,Mission Bowling Club D3,,,
Sights,52,Mission Pie F6,73,Betabrand. C5,93,Mission Cultural Center for Latino Arts C4,,,
Sights,53,Zeiggeist B3,74,Br-Rite. C5,94,Potrero del Sol/La Raza Skatepark G7,,,
Sights,54,Trick Dog Roasters C5,75,Black & Blue Tattoo Roasters C5,95,Presta Eyes-Mission Mural Tours E6,,,
Sights,55,Black & Blue Tattoo Roasters C5,76,Casa Bonampak C4,96,Urban Putt D5,,,
Sights,56,Alamo Drathouse C2,77,Community Thrift F6,97,Ian San Francisco & Newsstand (see 39) C5,,,
