Financial Statement Line,Total,Dedicated Collections Combined,All Other Amounts (with Eliminations),Eliminations Between Dedicated and All Other,Total,Reclassified Financial Statement Line
Cost and Gain on Assumption Changes,"$ 45,448","$ 2,199","$ 39,765",$ —,"$ 41,964","Non-Federal Costs,Gain on Changes in Actuarial Assumptions (Non-Federal)"
,"2,199","39,532",,"41,731","Total Non-Federal Costs,Intragovernmental Costs",
,"146,480",(44),582,Benefit Program Costs,,
,"93,230",(49),274,Imputed Costs,,
,"1,753","1,647",(823),"2,577",Buy/Sell Costs,
,"40,244",,,284,Other Expenses (without Reciprocals),
,"2,032","2,601",(916),"3,717","Total Intragovernmental Costs,",
Total Gross Costs,"45,448","4,231","42,133",(916),"45,448","Total Reclassified Gross Costs,"
Earned Revenue,"9,970","5,482",462,,"5,944","Non-Federal Earned Revenue,Intragovernmental Earned Revenue"
,48,"4,183",(823),"3,408","Buy/Sell Revenue,",
,"1,119",(44),75,"Benefit Program Revenue,",,
,542,,,543,Federal Securities Interest Revenue Including Associated Gains/Losses (Exchange),
,49,"4,844",(867),"4,026","Total Intragovernmental Earned Revenue,",
Total Earned Revenue,"9,970","5,531","5,306",(867),"9,970","Total Reclassified Earned Revenue,"
Net Cost of Operations,"$ 35,478","$ (1,300)","$ 36,827",$(49),"$ 35,478",Net Cost
