Earned Revenues,Total Prior to Eliminations,Intra-Departmental Eliminations,Total,Total Prior to Eliminations,Intra-Departmental Eliminations,Total
Consular Fees:,Total Prior to Eliminations,Intra-Departmental Eliminations,Total,Total Prior to Eliminations,Intra-Departmental Eliminations,Total
"Passport, Visa and Other Consular Fees",$ 744,$ —,$ 744,$ 616,$ —,$ 616
Machine Readable Visa,"2,268",—,"2,268","1,666",—,"1,666"
Expedited Passport,480,—,480,425,—,425
"Passport, Visa and Other Surcharges","2,225",—,"2,225","1,872",—,"1,872"
"Fingerprint Processing, Diversity Lottery, and Affidavit of Support",66,—,66,57,—,57
Subtotal – Consular Fees,"5,783",—,"5,783","4,636",—,"4,636"
FSRDF,"1,541",892,649,"1,411",838,573
ICASS,"3,561","2,558","1,003","3,479","2,498",981
Other Reimbursable Agreements,"2,869",612,"2,257","2,782",541,"2,241"
Working Capital Fund,"1,608","1,380",228,"1,392","1,189",203
Other,118,68,50,113,69,44
Total,"$ 15,480","$ 5,510","$ 9,970","$ 13,813","$ 5,135","$ 8,678"
