For the Year Ended September 30,2023,2022
Foreign Service Officers,Foreign Service Retirement and Disability Fund,"Foreign Service Retirement and Disability Fund,Foreign Service Retirement and Disability Fund,Foreign Service Retirement and Disability Fund,Foreign Service Retirement and Disability Fund,Foreign Service Retirement and Disability Fund"
Foreign Service Nationals,Defined Contribution Fund,"Defined Contribution Fund,Defined Contribution Fund,Defined Contribution Fund,Defined Contribution Fund,Defined Contribution Fund"
Foreign Service Nationals,Defined Benefit Plans,"Defined Benefit Plans,Defined Benefit Plans,Defined Benefit Plans,Defined Benefit Plans,Defined Benefit Plans"
Foreign Service Nationals,Lump Sum Retirement and Voluntary Severance,"Lump Sum Retirement and Voluntary Severance,Lump Sum Retirement and Voluntary Severance,Lump Sum Retirement and Voluntary Severance,Lump Sum Retirement and Voluntary Severance,Lump Sum Retirement and Voluntary Severance"
Foreign Service Nationals,Total Foreign Service Nationals,"Total Foreign Service Nationals,Total Foreign Service Nationals,Total Foreign Service Nationals,Total Foreign Service Nationals,Total Foreign Service Nationals"
Total Actuarial Liabilities for Pension and Retirement Plans Administered by the Department,Total Actuarial Liabilities for Pension and Retirement Plans Administered by the Department,"Total Actuarial Liabilities for Pension and Retirement Plans Administered by the Department,Total Actuarial Liabilities for Pension and Retirement Plans Administered by the Department,Total Actuarial Liabilities for Pension and Retirement Plans Administered by the Department,Total Actuarial Liabilities for Pension and Retirement Plans Administered by the Department,Total Actuarial Liabilities for Pension and Retirement Plans Administered by the Department"
Other Actuarial and Employee Benefits Payable,Employer Contributions and Payroll Taxes Payable,"Employer Contributions and Payroll Taxes Payable,Employer Contributions and Payroll Taxes Payable,Employer Contributions and Payroll Taxes Payable,Employer Contributions and Payroll Taxes Payable,Employer Contributions and Payroll Taxes Payable"
Other Actuarial and Employee Benefits Payable,Pension Benefits Due and Payable to Beneficiaries,"Pension Benefits Due and Payable to Beneficiaries,Pension Benefits Due and Payable to Beneficiaries,Pension Benefits Due and Payable to Beneficiaries,Pension Benefits Due and Payable to Beneficiaries,Pension Benefits Due and Payable to Beneficiaries"
Other Actuarial and Employee Benefits Payable,Unfunded Leave,"Unfunded Leave,Unfunded Leave,Unfunded Leave,Unfunded Leave,Unfunded Leave"
Other Actuarial and Employee Benefits Payable,Other Unfunded Employment Related Liability,"Other Unfunded Employment Related Liability,Other Unfunded Employment Related Liability,Other Unfunded Employment Related Liability,Other Unfunded Employment Related Liability,Other Unfunded Employment Related Liability"
Other Actuarial and Employee Benefits Payable,Actuarial FECA Liability,"Actuarial FECA Liability,Actuarial FECA Liability,Actuarial FECA Liability,Actuarial FECA Liability,Actuarial FECA Liability"
Other Actuarial and Employee Benefits Payable,Total Other Actuarial and Employee Benefits Payable,"Total Other Actuarial and Employee Benefits Payable,Total Other Actuarial and Employee Benefits Payable,Total Other Actuarial and Employee Benefits Payable,Total Other Actuarial and Employee Benefits Payable,Total Other Actuarial and Employee Benefits Payable"
Total Federal Employee and Veteran Benefits Payable,Total Federal Employee and Veteran Benefits Payable,"Total Federal Employee and Veteran Benefits Payable,Total Federal Employee and Veteran Benefits Payable,Total Federal Employee and Veteran Benefits Payable,Total Federal Employee and Veteran Benefits Payable,Total Federal Employee and Veteran Benefits Payable"
