Other Liabilities,2023,2022
Intragovernmental,Custodial and Other Non-Entity Assets Liability,"$ 19,$ 15"
Intragovernmental,Debt,"5,3"
Intragovernmental,Unfunded FECA Liability,"20,20"
Intragovernmental,Other Liabilities,"34,30"
Intragovernmental,Total Intragovernmental,"78,68"
Other than Intragovernmental,Capital Lease Liability,"44,42"
Other than Intragovernmental,Accrued Funded Payroll and Leave,"258,236"
Other than Intragovernmental,Withholdings Payable,"22,20"
Other than Intragovernmental,Contingent Liability,"222,66"
Other than Intragovernmental,Other Liabilities Without Related Budgetary Obligations,"270,498"
Other than Intragovernmental,Other Liabilities With Related Budgetary Obligations,"230,233"
Other than Intragovernmental,Total Other than Intragovernmental,"1,046,1,095"
Other Liabilities,Total Other Liabilities,"$ 1,124,$ 1,163"
