Description,Diplomatic Reception Rooms Collection,Art Bank Program,Art in Embassies Program*,Cultural Heritage Collection,Library Rare & Special Book Collection
Description,Collectibles – Art and furnishings from the period 1750 to 1825,Collection of American works of art on paper,Collection of artworks and artifacts of cultural significance created by American and international artists,Collections include fine and decorative arts and other cultural objects,Collectibles – Rare books and other publications of historic value
Acquisition and Withdrawal,Acquired through donation or purchase using donated funds. Excess items are sold.,Acquired through purchase. Excess items are transferred.,Acquired through purchase or donation. Excess items are transferred.,Acquired through donation and professional assessment. Excess items are sold. The program provides conservation as needed.,Acquired through donation.
Condition,Good to excellent,Poor to excellent,Good to excellent,Good to excellent,Poor to good
Number of Assets – 9/30/2021,1,833,2,685,"1,281,19,732,1,378"
Acquisitions,13,40,0,40,6
Adjustments,9,0,2,257,0
Disposals,1,0,0,3,"289,5"
Number of Assets – 9/30/2022,1,854,2,725,"1,283,16,740,1,379"
Acquisitions,8,16,101,77,0
Adjustments,3,0,3,300,"461,1"
Disposals,0,0,6,252,0
Number of Assets – 9/30/2023,1,865,2,741,"4,678,17,026,1,380"
