Combined Statements of Budgetary Resources (Note 15) (dollars in millions),For the Year Ended September 30,2023,2022
Budgetary Resources:,"Unobligated Balance from Prior Year Budget Authority, Net","$ 34,098","$ 31,631"
,Appropriations (Discretionary and Mandatory),"42,239","43,686"
,Borrowing Authority (Discretionary and Mandatory),2,2
,Spending Authority from Offsetting Collections (Discretionary and Mandatory),"8,172","7,810"
,Total Budgetary Resources,"$ 84,511","$ 83,129"
Status of Budgetary Resources:,New Obligations and Upward Adjustments (Total),"$ 51,785","$ 54,227"
,"Unobligated Balance, End of Year:",,
,"Apportioned, Unexpired Accounts","30,796","26,085"
,"Exempt from Apportionment, Unexpired Accounts",479,407
,"Unapportioned, Unexpired Accounts",444,"1,346"
,"Unexpired Unobligated Balance, End of Year","31,719","27,838"
,"Expired Unobligated Balance, End of Year","1,007","1,064"
,"Unobligated Balance, End of Year (Total)","32,726","28,902"
,Total Budgetary Resources,"$ 84,511","$ 83,129"
"Outlays, Net:","Outlays, Net (Total) (Discretionary and Mandatory)","$ 40,797","$ 40,099"
,Distributed Offsetting Receipts (-),"(6,166)","(5,204)"
"Agency Outlays, Net (Discretionary and Mandatory)",,"$ 34,631","$ 34,895"
