ADA,Antideficiency Act,CIPA,Contributions for International Peacekeeping Activities
ADP,Automated Data Processing,,
AF,Bureau of African Affairs*,CMMI,Capability Maturity Model Integration
AFR,Agency Financial Report,COAST,Consolidated Overseas Accountability Support Toolbox*
AI,Artificial Intelligence,,
AIDS,Acquired Immunodeficiency Syndrome,COM,Chief of Mission*
A/OPe,Office of the Procurement Executive*,COTS,Commercial Off-the-Shelf
APG,Agency Priority Goal,COVID-19,Coronavirus Disease 2019
APP,Annual Performance Plan,CS&R,"Climate, Security, and Resilience"
AQM,Office of Acquisitions Management*,CSM,Consular Systems Modernization*
ASEAN,Association of Southeast Asian Nations,CSRS,Civil Service Retirement System
Appendix A,"OMB Circular A-123, Appendix A",,
BCDO,Bureau Chief Data Officer*,DCP,Defined Contribution Plan
BI,Business Intelligence,DEIA,"Diversity, Equity, Inclusion, and Accessibility*"
BSM,Budget System Modernization*,Department,U.S. Department of State
CA,Bureau of Consular Affairs*,D-MR,Deputy Secretary of State for Management and Resources
CARP,Climate Adaptation and Resilience Plan,DM&R,
CBSP,Consular and Border Security Programs,DoD,U.S. Department of Defense
CDP,Bureau of Cyberspace and Digital Policy,DOL,U.S. Department of Labor
CEAR,Certificate of Excellence in Accountability Reporting,DS,Bureau of Diplomatic Security*
CfA,Center for Analytics*,,
CFO,Chief Financial Officer,EDS,Enterprise Data Strategy*
CFR,Code of Federal Regulations,EGB,Enterprise Governance Board*
CGFS,Bureau of the Comptroller and Global Financial Services,ESCM,"Embassy Security, Construction, and Maintenance*"
CHIPS,Creating Helpful Incentives to Produce Semiconductors Act of 2022,EWC,East-West Center
CIO,Contributions to International Organizations,,
FASAB,,,
FBWT,,,
FCI,,,
FECA,,,
FEGLIP,,,
FEHBP,,,
FERS,,,
FFMIA,,,
FISMA,,,
FMFIA,,,
FR FR,,,
FSI,,,
FSN,,,
FSRDF,,,
FSRDS,,,
FSPS,,,
FWCB,,,
FY,,,
GAAP,,,
GAAS,,,
GAO,,,
GEL-ICS,,,
GFMS,,,
