,Defined Benefit Pension Plans,Defined Benefit Pension Plans,Defined Benefit Pension Plans,Defined Benefit Pension Plans,Nonpension Postretirement Benefit Plans,Nonpension Postretirement Benefit Plans,Nonpension Postretirement Benefit Plans,Nonpension Postretirement Benefit Plans
,U.S.Plans,U.S.Plans,Non-U.S.Plans,Non-U.S.Plans,U.S. Plan,U.S. Plan,Non-U.S.Plans,Non-U.S.Plans
,2020 2019,2020 2019,2020 2019,2020 2019,2020,2020,2020 2019,2020 2019
Change in benefit obligation,,,,,,2019,,
Benefit obligation at January 1,"$50,232","$47,812","$48,324","$45,770","$3,857","$3,912",$848,$705
Service cost,1,二,392,370,9,10,5,5
Interest cost,"1,501","1,882",563,847,103,145,36,55
Plan participants'contributions,一,二,23,23,56,57,1,二
"Acquisitions/divestitures, net",1,二,50,(32),1,二,0,0
Actuarial losses/(gains),"4,071","4,040","2,766","3,467",135,148,(3),141
Benefits paid from trust,"(3,445)","(3,378)","(1,946)","(1,902)",(369),(389),(4),(6
Direct benefit payments,(123),(124),(420),(403),0,(6),(24),(27)
Foreign exchange impact,一,二,"3,283",134,,二,(82),(1)
Amendments/curtailments/,,,,,,,,
settlements/other,0,1,(47),50,,(21),(1),
Benefit obligationat December 31,"$52,237","$50,232","$52,989","$48,324","$3,791","$3,857",$775,(23)
Change in plan assets,,,,,,,,$848
Fair value of plan assets at January 1,"$51,784","$48,213","$40,319","$36,758",$ 3,$ 29,$65,$65
Actual return on plan assets,"6,046","6,949","2,571","4,896",0,1,4,7
Employer contributions,一,二,182,243,325,304,,1
"Acquisitions/divestitures,net",1,二,97,(25),1,二,一,1
Plan participants' contributions,1,二,23,23,56,57,1,二
Benefits paid from trust,"(3,445)","(3,378)","(1,946)","(1,902)",(369),(389),(4),(6
Foreign exchange impact,1,二,"2,599",333,1,二,(10),(1)
Amendments/curtailments/,,,,,,,,
settlements/other,,1,(13),(7),0,1,0,0
Fair value of plan assets at December 31,"$54,386","$51,784","$43,832","$40,319",$ 15,$ 3,$53,$65
Funded status at December 31,"$2,149","$1,551","$ (9,157)","$(8,005)","$(3,776)","$(3,854)",$(722),$（783)
Accumulated benefit obligation*,"$52,237","$50,232","$52,513","$47,645",N/A,N/A,N/A,N/A
