,Total Recorded,Recorded Investment >90 Days (),Recorded Investment >90 Days and,Billed Invoices > 90 Days and,Recorded
,Total Recorded,Recorded Investment >90 Days (),Recorded Investment >90 Days and,Billed Invoices > 90 Days and,Investment Not
"At December 31,2019: Americas","Investment $3,419",$187,Accruing (1) $147,Accruing $11,Accruing $41
EMEA,"1,186",28,13,2,17
Asia Pacific,963,19,7,1,11
Total lease receivables,"$5,567",$234,$168,$14,$69
Americas,"$6,726",$127,$71,$11,$72
EMEA,"3,901",77,8,3,72
Asia Pacific,"2,395",26,6,2,21
Total loan receivables,"$13,022",$231,$85,$15,$166
Total,"$18,590",$465,$253,$29,$235
