Active,Active,Active,Active,Active
Recruitment dates,Mode Landline/,Invited,Joined,panelists remaining
"Jan.23 to March 16,2014",cell RDD,"9,809","5,338","1,592"
"Aug. 27 to 0ct.4,2015",Landline/ celI RDD,"6,004","2,976",935
"April 25 to June 4,2017",Landline/ cell RDD,"3,905","1,628",469
"Aug. 8 to 0ct.31, 2018",ABS,"9,396","8,778","4,418"
"Aug. 19 to Nov.30,2019",ABS,"5,900","4,720","1,616"
"June 1 to July 19,2020; Feb.10 to March 31,2021",ABS,"3,197","2,812","1,690"
"May 29 to July 7,2021 Sept. 16 to Nov.1,2021",ABS,"1,329","1,162",931
,Total,"39,540","27,414","11,651"
