Contractual maturities of outstanding wholesale inventory receivables:,Wholesale Loans,Wholesale Leases,Total
(Millions of dollars),,Wholesale Loans,"Wholesale Leases,Total"
Amounts Due In,,Wholesale Loans,"Wholesale Leases,Total"
2022,$,421,"$,46,$,467"
2023,237,38,275
2024,117,30,147
2025,56,22,78
2026,21,9,30
Thereafter,5,—,5
Total,857,145,"1,002"
Guaranteed residual value ^,68,27,95
Unguaranteed residual value ^,2,29,31
Less: Unearned income,(11),(19),(30)
Total,$,916,"$,182,$,1,098"
^,"For Wholesale loans, represents residual value on failed sale leasebacks.",,
