"December 31, 2021",Gross Amount of Recognized Assets,Gross Amounts Offset in the Statement of Financial Position,Net Amount of Assets Presented in the Statement of Financial Position,Financial Instruments,Cash Collateral Received,Net Amount of Assets
Derivatives,"Machinery, Energy & Transportation",$,134,$,134,"$,(47),$,87"
Derivatives,Financial Products,208,208,(67),141,
Derivatives,Total,$,342,$,342,"$,(114),$,228"
"December 31, 2021",Gross Amount of Recognized Liabilities,Gross Amounts Offset in the Statement of Financial Position,Net Amount of Liabilities Presented in the Statement of Financial Position,Financial Instruments,Cash Collateral Pledged,Net Amount of Liabilities
Derivatives,"Machinery, Energy & Transportation",$,(47),$,(47),"$,47,$,-"
Derivatives,Financial Products,(83),(83),67,(16),
Derivatives,Total,$,(130),$,(130),"$,114,$,(16)"
"December 31, 2020",Gross Amount of Recognized Assets,Gross Amounts Offset in the Statement of Financial Position,Net Amount of Assets Presented in the Statement of Financial Position,Financial Instruments,Cash Collateral Received,Net Amount of Assets
Derivatives,"Machinery, Energy & Transportation",$,196,$,196,"$,(38),$,158"
Derivatives,Financial Products,85,85,(57),28,
Derivatives,Total,$,281,$,281,"$,(95),$,186"
