Reconciliation of Assets: (Millions of dollars),"December 31,","December 31,"
,2021 2020,2021 2020
Assets from reportable segments:,,
Construction Industries $,"4,547 $","4,259"
Resource Industries,"5,962","6,035"
Energy & Transportation,"9,253",8.582
Financial Products Segment,"34,860","34,278"
Total assets from reportable segments,"54,622","53,154"
Assets from All Other operating segment,"1,678","1,717"
Items not included in segment assets:,,
Cash and cash equivalents,"8,428",8.822
Deferred income taxes,"1,735","1,413"
Goodwill and intangible assets,"4,859",4.847
"Property, plant and equipment - net and other assets","4,056",2.833
Inventory methodology differences,"(2,656)",(2.536)
Liabilities included in segment assets,"10,777","8,466"
Other,,
Total assets,"(706) $ 82,793","(392) $ 78,324"
