,"December31,2021","December31,2021","December31,2021","December31,2021","December31,2021","December31,2021"
(Millions of dollars),Level1,Level 2,Level3,,Measured at NAV,Total Assets at FairValue
Non-U.S. Pension,,,,,,
Equity securities:,,,,,,
U.S. equities,72$,,1$,,1$,72
Non-U.S. equities,266,,32,,37,335
Global equities1,31,15,,一,46,92
Fixed income securities:,,,,,,
U.S. corporate bonds,,327,,一,,327
Non-U.S. corporate bonds,,889,,,,889
U.S.government bonds,,152,,,,152
Non-U.S. government bonds,,"1,752",,,,"1,752"
Global fixed income1,,88,,,297,385
Real estate,一,225,,,,225
"Cash, short-term instruments and other2",56,267,,,一,323
Total non-U.S. pension assets,425$,"3,747",$,,380$,"4,552"
,"December31,20","December31,20","December31,20","December31,20","December31,20","December31,20"
(Millions f dollars),Level 1,Level2,Level3,Level3,Measured at Total Assets at FairValue,Measured at Total Assets at FairValue
Non-U.S. Pension,,,,,NAV,
Equity securities:,,,,,,
U.S. equities,97$,,,$,$,97
Non-U.S. equities,368,33,,,50,451
Global equities 1,29,17,,,49,95
Fixed income securities:,,,,,,
U.S. corporate bonds,,314,,,,314
Non-U.S. corporate bonds,,987,,,,987
U.S.government bonds,,2,,,,2
Non-U.S. government bonds,,"1,743",,,,"1,743"
Global fixed income 1,,131,,,325,456
Real estate,,239,,,,239
"Cash, short-term instruments and other ²2",71,276,,,,347
Total non-U.S. pension assets,565$,"3,742",,$,424$,"4,731"
