Contractual maturities of outstanding finance receivables: (Millions of ollars),,
Contractual maturities of outstanding finance receivables: (Millions of ollars),"December 31, 2021",
Contractual maturities of outstanding finance receivables: (Millions of ollars),Retail Retail Total,
Contractual maturities of outstanding finance receivables: (Millions of ollars),Loans,Leases
,,"8,976"
2022,"$ 5,839 $","3,137 $"
2023,"3,892","2,070 5,962"
,"2,571","1,101 3,672"
2024,"1,448","510 1,958"
2025 2026,647,217
Thereafter,195,864 34 229
,"14,592","7,069 21,661"
Guaranteed residual value 1,16,386 402
Unguaranteed residual value 1,3,720 723
,(304),(554) (858)
$,,
"For Retail loans,represents residualvalue on failed sale leasebacks.","14,307$","7,621 $ 21,928"
