"Years ended December 31,(Millions of dollars) 2021 2020 2019Current tax provision (benefit):","Years ended December 31,(Millions of dollars) 2021 2020 2019Current tax provision (benefit):","Years ended December 31,(Millions of dollars) 2021 2020 2019Current tax provision (benefit):","Years ended December 31,(Millions of dollars) 2021 2020 2019Current tax provision (benefit):"
U.S.1,$ 766$,,405
Non-U.S.,"1,283","1,031","1,261"
State (U.S.),76,31,52
,"2,125","1,080",1.718
Deferred tax provision (benefit):,,,
U.S.1,(387),(44）,17
Non-U.S.,54,(34),（7)
State (U.S.),（50),4 18,4 18
,(383）,（74),28
Total provision (benefit) for income taxes,"$ 1,742$","1,006$","1,746"
