(Millions f dollars),"December31,2020 Dealer","December31,2020 Dealer","December31,2020 Dealer","December31,2020 Dealer"
,Customer,Customer,Total,Total
Allowance for Credit Losses:,,,,
Beginning balance,,375$,45$,420
Adjustment to adopt new accounting guidance 1,,12,,12
Write-offs,,(263),一,(263)
Recoveries,,41,1,41
Provision for credit losses,,262,(1),261
Other,,4,二,4
Ending Balance,,431,44,475
Finance Receivables 1 Adjustment to adopt newaccounting guidance related to credit losses.,$$,"$$ 19,238",2.922,"22,160"
