U.S. Pension benefits:,2021 Benefit Cost Increase (Decrease),One percentage-point increase,One percentage-point decrease,Year-end Benefit Obligation Increase (Decrease),One percentage-point increase,One percentage-point decrease
Assumed discount rate,$ 115,$ (149),"$ 1,910","$ 2,329",,
Expected long-term rate of return on plan assets,(171),171,,,,
Non-U.S. Pension benefits:,,,,,,
Assumed discount rate,22,(30),(591),756,,
Expected rate of compensation increase,5,(4),39,(32),,
Expected long-term rate of return on plan assets,(44),44,,,,
Other postretirement benefits:,,,,,,
Assumed discount rate,12,(14),(343),413,,
Expected rate of compensation increase,,,1,(1),,
Expected long-term rate of return on plan assets,(1),1,,,,
1,"Effective December 31, 2019, all U.S. pension benefits were frozen, and accordingly the expected rate of compensation increase assumption is no longer applicable.",,,,,
