,,,2020,2020,2019,2019,2018
,,Income Shares(a),Income Shares(a),Income Shares(a),Income Shares(a),Income Shares(a),Income Shares(a)
Net income attributable to PepsiCo,Net income attributable to PepsiCo,"$ 7,120",,"$ 7,14",,"$12,515","$12,515"
Preferred stock:,Preferred stock:,Preferred stock:,Preferred stock:,Preferred stock:,Preferred stock:,Preferred stock:,Preferred stock:
Redemption premium(b),Redemption premium(b),,,,,(2),
Net income available for PepsiCocommon shareholders,Net income available for PepsiCocommon shareholders,,,,,,
Net income available for PepsiCocommon shareholders,Net income available for PepsiCocommon shareholders,"$ 7,120","1,385","$ 7,314","1,399","$12,513","1,415"
Basic net income attributable to PepsiCo per common share,Basic net income attributable to PepsiCo per common share,,,,,$ 8.84,
Basic net income attributable to PepsiCo per common share,Basic net income attributable to PepsiCo per common share,$ 5.14,,$ 5.23,,$ 8.84,
Net income available for PepsiCocommon shareholders,Net income available for PepsiCocommon shareholders,,,,,,
Net income available for PepsiCocommon shareholders,Net income available for PepsiCocommon shareholders,"$ 7,120","1,385","$ 7,314","1,399","$12,513","1,415"
Dilutive securities:,Dilutive securities:,,,,,,
"Stock options, RSUs, PSUs andother","Stock options, RSUs, PSUs andother",,,,,,
"Stock options, RSUs, PSUs andother","Stock options, RSUs, PSUs andother",,7,,8,,10
Employee stock ownership plan(ESOP) convertible preferred stock,Employee stock ownership plan(ESOP) convertible preferred stock,,,,,2,
Employee stock ownership plan(ESOP) convertible preferred stock,Employee stock ownership plan(ESOP) convertible preferred stock,,,,,2,
Diluted,Diluted,"$7,120","1,92","1,392$ 7,314","1,407","1,407$12,515","1,425"
Diluted net income attributable to PepsiCo per common share,Diluted net income attributable to PepsiCo per common share,,,,,,
Diluted net income attributable to PepsiCo per common share,Diluted net income attributable to PepsiCo per common share,$ 5.12,,$ 5.20,,$ 8.78,
