2020,Cost of sales,Gross profit,"Selling, general and administrative expenses",Operating profit,Other pension and retiree medical benefits income,Provision for income taxes,Net income attributable to PepsiCo
"Reported, GAAP Measure","$ 31,797","$ 38,575","$ 28,495","$ 10,080",$ 117,"$ 1,894","$ 7,120"
Items Affecting Comparability,Mark-to-market net impact,64,(64),9,(73),—,(58)
,Restructuring and impairment charges,(30),30,(239),269,20,"58,231"
,Inventory fair value adjustments and merger and integration charges,(32),32,(223),255,—,"18,237"
,Pension-related settlement charge,—,—,—,—,205,"47,158"
"Core, Non-GAAP Measure","$ 31,799","$ 38,573","$ 28,042","$ 10,531",$ 342,"$ 2,002","$ 7,688"
2019,Cost of sales,Gross profit,"Selling, general and administrative expenses",Operating profit,Other pension and retiree medical benefits (expense)/ income,Provision for income taxes,"Net income attributable to noncontrolling interests,Net income attributable to PepsiCo"
"Reported, GAAP Measure","$ 30,132","$ 37,029","$ 26,738","$ 10,291",$ (44),"$ 1,959","$ 39,$ 7,314"
Items Affecting Comparability,Mark-to-market net impact,57,(57),55,(112),—,"(25),—"
,Restructuring and impairment charges,(115),115,(253),368,2,"67,5,298"
,Inventory fair value adjustments and merger and integration charges,(34),34,(21),55,—,"8,—,47"
,Pension-related settlement charges,—,—,—,—,273,"62,—,211"
,Net tax related to the TCJ Act,—,—,—,—,—,"8,—,(8)"
"Core, Non-GAAP Measure","$ 30,040","$ 37,121","$ 26,519","$ 10,602",$ 231,"$ 2,079","$ 44,$ 7,775"
