Total,Total,Total,Total Number of Shares Purchased as Part of Publicly Announced Plans,Maximum Number (or Approximate Dollar Value) of Shares that May Yet Be Purchased Under the
,Number of Shares,Average Price Paid,Total Number of Shares Purchased as Part of Publicly Announced Plans,Maximum Number (or Approximate Dollar Value) of Shares that May Yet Be Purchased Under the
Period 9/5/2020,Repurchased(a),Per Share,or Programs,"Plans or Programs $ 9,525"
9/6/2020 - 10/3/2020,,1.0 $ 134.59,1.0,(137)
,,,,"9,388"
10/4/2020 - 10/31/2020,,0.9 $ 138.83,0.9,(125)
,,,,"9,263"
11/1/2020 - 11/28/2020,,0.9 $ 141.82,0.9,(120)
,,0.4 $ 144.83,,"9,143 (59)"
11/29/2020 - 12/26/2020,,,0.4,"9,084"
Total,,3.2$139.04,3.2$,
