Radiowave,partof the electromagnetic spectrum;mainlyused forcommunication
Refraction,thechange indirection of awave when passing through one medium toanotherofdifferentdensity
Frequency,thenumber of waves passing througha point inaspaceof timei.e 300 m/s
Microwaves,theshortestwavelengthofradiowaves intheelectromagneticspectrum
Aerial,adeviceforreceivingand transmittingradio signals
lonosphere,a layerof theupperatmosphere
Interference,poor radioreceptioncaused by overlapping waves
Electromagnetic Spectrum,thecompleterange of observed electromagneticaves
Wavelength,Distance occupied byonecomplete cycle ofawave
Ghosting,theeffect of two signalsfrom the same source which have travelleddistances toreach anaerial
