,Stock Options,Stock Options,Stock Options,Stock Options,RSUs,RSUs,RSUs
,Number of,Weighted- Average,Weighted- Average Remaining,Aggregate Intrinsic,,Number,Weighted- Average Grant
,Options (in thousands),Exercise Price,Contractual Life (years),,Value (in billions),of RSUs (in thousands),Date Fair Value
"Balance, December 31, 2019 (1)","Balance, December 31, 2019 (1)","Balance, December 31, 2019 (1)","Balance, December 31, 2019 (1)","Balance, December 31, 2019 (1)","Balance, December 31, 2019 (1)","Balance, December 31, 2019 (1)",$
,"149,974",$,55.90,,,"24,031",58.21
Granted,"4,780",$,421.73,,,"6,876",300.51
Exercised or released,"(6,815)",$,44.11,,,"(9,620)",72.26
Cancelled,"(1,006)",$,68.67,,,"(2,498)",82.31
"Balance, December 31, 2020","146,933",$,68.26,6.08,93.66,"18,789",
Vested and,,,,$,,,136.49
"expected to vest,",,,,,,,
"December31,","101,617",$ 69.04,,5.80 $,64.69,"18,778",$ 136.53
"Exercisable and vested,",,,,,,,
"December 31,20","66,205",46.88,4.89,$,43.61,,
