Exhibit IncorporatedbyReference FiledNumber Exhibit Description Form FileNo. Exhibit Filing Date Herewith,Exhibit IncorporatedbyReference FiledNumber Exhibit Description Form FileNo. Exhibit Filing Date Herewith,Exhibit IncorporatedbyReference FiledNumber Exhibit Description Form FileNo. Exhibit Filing Date Herewith,Exhibit IncorporatedbyReference FiledNumber Exhibit Description Form FileNo. Exhibit Filing Date Herewith,Exhibit IncorporatedbyReference FiledNumber Exhibit Description Form FileNo. Exhibit Filing Date Herewith,Exhibit IncorporatedbyReference FiledNumber Exhibit Description Form FileNo. Exhibit Filing Date Herewith,Exhibit IncorporatedbyReference FiledNumber Exhibit Description Form FileNo. Exhibit Filing Date Herewith,Exhibit IncorporatedbyReference FiledNumber Exhibit Description Form FileNo. Exhibit Filing Date Herewith,Exhibit IncorporatedbyReference FiledNumber Exhibit Description Form FileNo. Exhibit Filing Date Herewith,Exhibit IncorporatedbyReference FiledNumber Exhibit Description Form FileNo. Exhibit Filing Date Herewith,,,
Exhibit IncorporatedbyReference FiledNumber Exhibit Description Form FileNo. Exhibit Filing Date Herewith,Exhibit IncorporatedbyReference FiledNumber Exhibit Description Form FileNo. Exhibit Filing Date Herewith,Exhibit IncorporatedbyReference FiledNumber Exhibit Description Form FileNo. Exhibit Filing Date Herewith,Exhibit IncorporatedbyReference FiledNumber Exhibit Description Form FileNo. Exhibit Filing Date Herewith,Exhibit IncorporatedbyReference FiledNumber Exhibit Description Form FileNo. Exhibit Filing Date Herewith,Exhibit IncorporatedbyReference FiledNumber Exhibit Description Form FileNo. Exhibit Filing Date Herewith,Exhibit IncorporatedbyReference FiledNumber Exhibit Description Form FileNo. Exhibit Filing Date Herewith,Exhibit IncorporatedbyReference FiledNumber Exhibit Description Form FileNo. Exhibit Filing Date Herewith,Exhibit IncorporatedbyReference FiledNumber Exhibit Description Form FileNo. Exhibit Filing Date Herewith,Exhibit IncorporatedbyReference FiledNumber Exhibit Description Form FileNo. Exhibit Filing Date Herewith,Herewith,,
4.244.254.264.274.284.294.304.314.324.334.344.354.36,"Indenture, dated as of October 15, 2014,between",S-3ASR(1) 333-199321 4.1,S-3ASR(1) 333-199321 4.1,S-3ASR(1) 333-199321 4.1,S-3ASR(1) 333-199321 4.1,S-3ASR(1) 333-199321 4.1,S-3ASR(1) 333-199321 4.1,S-3ASR(1) 333-199321 4.1,"October 15,2014October 15,2014January 29,2015March 9,2015March 9,2015March 19,2015March 19,2015",,,
4.244.254.264.274.284.294.304.314.324.334.344.354.36,"SolarCity and U.S. Bank National Association,as trustee.",S-3ASR(1) 333-199321 4.1,S-3ASR(1) 333-199321 4.1,S-3ASR(1) 333-199321 4.1,S-3ASR(1) 333-199321 4.1,S-3ASR(1) 333-199321 4.1,S-3ASR(1) 333-199321 4.1,S-3ASR(1) 333-199321 4.1,"October 15,2014October 15,2014January 29,2015March 9,2015March 9,2015March 19,2015March 19,2015",,,
4.244.254.264.274.284.294.304.314.324.334.344.354.36,"Fourth Supplemental Indenture, dated as of October15,",8-K(1),8-K(1),001-35758 4.5001-35758 4.5,001-35758 4.5001-35758 4.5,001-35758 4.5001-35758 4.5,001-35758 4.5001-35758 4.5,001-35758 4.5001-35758 4.5,"October 15,2014October 15,2014January 29,2015March 9,2015March 9,2015March 19,2015March 19,2015",,,
4.244.254.264.274.284.294.304.314.324.334.344.354.36,"2014,by and between SolarCity and the Trustee, related",,,001-35758 4.5001-35758 4.5,001-35758 4.5001-35758 4.5,001-35758 4.5001-35758 4.5,001-35758 4.5001-35758 4.5,001-35758 4.5001-35758 4.5,"October 15,2014October 15,2014January 29,2015March 9,2015March 9,2015March 19,2015March 19,2015",,,
4.244.254.264.274.284.294.304.314.324.334.344.354.36,"to SolarCity's 4.00% Solar Bonds, Series 2014/4-7.",,,001-35758 4.5001-35758 4.5,001-35758 4.5001-35758 4.5,001-35758 4.5001-35758 4.5,001-35758 4.5001-35758 4.5,001-35758 4.5001-35758 4.5,"October 15,2014October 15,2014January 29,2015March 9,2015March 9,2015March 19,2015March 19,2015",,,
4.244.254.264.274.284.294.304.314.324.334.344.354.36,"Eighth Supplemental Indenture, dated as of January 29,",8-K(1),8-K(1),001-35758 4.5001-35758 4.5,001-35758 4.5001-35758 4.5,001-35758 4.5001-35758 4.5,001-35758 4.5001-35758 4.5,001-35758 4.5001-35758 4.5,"October 15,2014October 15,2014January 29,2015March 9,2015March 9,2015March 19,2015March 19,2015",001-35758,001-35758,001-35758
4.244.254.264.274.284.294.304.314.324.334.344.354.36,"2015,by and between SolarCity and the Trustee,related",,,001-35758 4.5001-35758 4.5,001-35758 4.5001-35758 4.5,001-35758 4.5001-35758 4.5,001-35758 4.5001-35758 4.5,001-35758 4.5001-35758 4.5,"October 15,2014October 15,2014January 29,2015March 9,2015March 9,2015March 19,2015March 19,2015",,,
4.244.254.264.274.284.294.304.314.324.334.344.354.36,"to SolarCity's 4.00% Solar Bonds, Series 2015/4-7.",,,001-35758 4.5001-35758 4.5,001-35758 4.5001-35758 4.5,001-35758 4.5001-35758 4.5,001-35758 4.5001-35758 4.5,001-35758 4.5001-35758 4.5,"October 15,2014October 15,2014January 29,2015March 9,2015March 9,2015March 19,2015March 19,2015",,,
4.244.254.264.274.284.294.304.314.324.334.344.354.36,"Tenth Supplemental Indenture, dated as of March 9,",8-K(1),8-K(1),001-35758,001-35758,4.3,4.3,4.3,"October 15,2014October 15,2014January 29,2015March 9,2015March 9,2015March 19,2015March 19,2015",,,
4.244.254.264.274.284.294.304.314.324.334.344.354.36,"2015,by and between SolarCity and the Trustee,related",,,001-35758,001-35758,,,,"October 15,2014October 15,2014January 29,2015March 9,2015March 9,2015March 19,2015March 19,2015",,,
4.244.254.264.274.284.294.304.314.324.334.344.354.36,"to SolarCity's 5.00% Solar Bonds, Series 2015/6-10.",,,001-35758,001-35758,,4.4,4.4,4.4,,,
4.244.254.264.274.284.294.304.314.324.334.344.354.36,"Eleventh Supplemental Indenture, dated as of March 9,",8-K(1),,001-35758,001-35758,,,,,,,
4.244.254.264.274.284.294.304.314.324.334.344.354.36,"2015,by and between SolarCity and the Trustee,related",,,,,,,,,,,
4.244.254.264.274.284.294.304.314.324.334.344.354.36,"to SolarCity's 5.75% Solar Bonds, Series 2015/7-15.",,,,,,4.4,4.4,4.4,,,
4.244.254.264.274.284.294.304.314.324.334.344.354.36,"to SolarCity's 5.75% Solar Bonds, Series 2015/7-15.",,,,,,,4.4,4.4,,,
4.244.254.264.274.284.294.304.314.324.334.344.354.36,"to SolarCity's 5.75% Solar Bonds, Series 2015/7-15.",,,,,,,,,,,
4.244.254.264.274.284.294.304.314.324.334.344.354.36,"to SolarCity's 5.75% Solar Bonds, Series 2015/7-15.",,,,,,,,"March 19,2015",,,
4.244.254.264.274.284.294.304.314.324.334.344.354.36,"Fifteenth Supplemental Indenture, dated as of March 19,",8-K(1),,001-35758,001-35758,4.5,4.5,,"March 19,2015",,,
4.244.254.264.274.284.294.304.314.324.334.344.354.36,"2015,by and between SolarCity and the Trustee,related",,,,,,,,,,,
4.244.254.264.274.284.294.304.314.324.334.344.354.36,"to SolarCity's 4.70% Solar Bonds,Series 2015/C4-10.",,,,,,,,,,,
4.244.254.264.274.284.294.304.314.324.334.344.354.36,"Sixteenth Supplemental Indenture, dated as of March",8-K(1),,001-35758,001-35758,4.6,4.6,,,,,
4.244.254.264.274.284.294.304.314.324.334.344.354.36,"19, 2015, by and between SolarCity and the Trustee,",,,,,,,,,,,
4.244.254.264.274.284.294.304.314.324.334.344.354.36,"related to SolarCity's 5.45% Solar Bonds, Series",,,,,,,,,,,
4.244.254.264.274.284.294.304.314.324.334.344.354.36,"related to SolarCity's 5.45% Solar Bonds, Series",,,,,,,,,,,
4.244.254.264.274.284.294.304.314.324.334.344.354.36,"related to SolarCity's 5.45% Solar Bonds, Series",,,,,,,,,,,
4.244.254.264.274.284.294.304.314.324.334.344.354.36,"related to SolarCity's 5.45% Solar Bonds, Series",,,,,,,,"March 26,2015March 26,2015",,,
4.244.254.264.274.284.294.304.314.324.334.344.354.36,2015/C5-15.,,,,,,,,"March 26,2015March 26,2015",,,
4.244.254.264.274.284.294.304.314.324.334.344.354.36,"Twentieth Supplemental Indenture,dated as of March",8-K(1),,001-35758,001-35758,4.5,4.5,,"March 26,2015March 26,2015",,,
4.244.254.264.274.284.294.304.314.324.334.344.354.36,"26, 2015, by and between SolarCity and the Trustee,",,,,,,,,"March 26,2015March 26,2015",,,
4.244.254.264.274.284.294.304.314.324.334.344.354.36,"related to SolarCity's 4.70% Solar Bonds, Series",,,,,,,,"March 26,2015March 26,2015",,,
4.244.254.264.274.284.294.304.314.324.334.344.354.36,"related to SolarCity's 4.70% Solar Bonds, Series",,,,,,,,"March 26,2015March 26,2015",,,
4.244.254.264.274.284.294.304.314.324.334.344.354.36,2015/C9-10.,,,,,,,,"March 26,2015March 26,2015",,,
4.244.254.264.274.284.294.304.314.324.334.344.354.36,"Twenty-First Supplemental Indenture, dated as of March 8-K(1)",8-K(1）,,001-35758,001-35758,4.6,4.6,,"March 26,2015March 26,2015","March 26,2015",,
4.244.254.264.274.284.294.304.314.324.334.344.354.36,"26, 2015,by and between SolarCity and the Trustee,",,,,,,,,,,,
4.244.254.264.274.284.294.304.314.324.334.344.354.36,"related to SolarCity's 5.45% Solar Bonds, Series",,,,,,,,,,,
4.244.254.264.274.284.294.304.314.324.334.344.354.36,2015/C10-15.,,,,,,,,,,,
4.244.254.264.274.284.294.304.314.324.334.344.354.36,"Twenty-Sixth Supplemental Indenture, dated as of April",8-K(1),001-35758,001-35758,001-35758,4.5,4.5,"April 2,2015","April 2,2015",,,
4.244.254.264.274.284.294.304.314.324.334.344.354.36,"2, 2015,by and between SolarCity and the Trustee,",,,,,,,"April 2,2015","April 2,2015",,,
4.244.254.264.274.284.294.304.314.324.334.344.354.36,"related to SolarCity's 4.70% Solar Bonds, Series",,,,,,,"April 2,2015","April 2,2015",,,
4.244.254.264.274.284.294.304.314.324.334.344.354.36,2015/C14-10.,,,,,,,"April 2,2015","April 2,2015",,,
4.244.254.264.274.284.294.304.314.324.334.344.354.36,"Thirtieth Supplemental Indenture, dated as of April 9,",8-K(1),001-35758,001-35758,001-35758,4.5,4.5,"April 9,2015April 9,2015April 14, 2015","April 9,2015April 9,2015April 14, 2015",,,
