ExhibitNumber,Incorporatedby Reference FiledExhibit Description Form FileNo. Exhibit Filing Date Herewith4.6,Incorporatedby Reference FiledExhibit Description Form FileNo. Exhibit Filing Date Herewith4.6,Incorporatedby Reference FiledExhibit Description Form FileNo. Exhibit Filing Date Herewith4.6,Incorporatedby Reference FiledExhibit Description Form FileNo. Exhibit Filing Date Herewith4.6,Incorporatedby Reference FiledExhibit Description Form FileNo. Exhibit Filing Date Herewith4.6,Incorporatedby Reference FiledExhibit Description Form FileNo. Exhibit Filing Date Herewith4.6,
ExhibitNumber,Incorporatedby Reference FiledExhibit Description Form FileNo. Exhibit Filing Date Herewith4.6,Incorporatedby Reference FiledExhibit Description Form FileNo. Exhibit Filing Date Herewith4.6,Incorporatedby Reference FiledExhibit Description Form FileNo. Exhibit Filing Date Herewith4.6,Incorporatedby Reference FiledExhibit Description Form FileNo. Exhibit Filing Date Herewith4.6,Incorporatedby Reference FiledExhibit Description Form FileNo. Exhibit Filing Date Herewith4.6,Incorporatedby Reference FiledExhibit Description Form FileNo. Exhibit Filing Date Herewith4.6,Herewith
,"One Hundred-and-Fifty-Fourth Supplemental Indenture,",8-K(1),8-K(1),8-K(1),001-35758 4.6,"November 17,2015",
,"dated as of November 16,2015,by and between",,,,,"November 17,2015",
,"SolarCity and the Trustee,related to SolarCity's 5.45%",,,,,"November 17,2015",
,,,,,,"November 17,2015",
,"Solar Bonds,Series 2015/C122-15.",,,,,"November 17,2015",
,"One Hundred-and-Fifty-Eighth Supplemental Indenture,",8-K(1),8-K(1),8-K(1),001-35758 4.5,"November 30,2015",
,"dated as of November 30, 2015, by and between",,,,001-35758 4.6,"November 30,2015","November 30,2015"
,"SolarCity and the Trustee,related to SolarCity's 4.70%",,,,001-35758 4.6,,
,"Solar Bonds,Series 2015/C126-10.",,,,001-35758 4.6,,
,One Hundred-and-Fifty-Ninth Supplemental Indenture,8-K(1),8-K(1),8-K(1),001-35758 4.6,,
,"dated as of November 30,2015,by and between",,,,,,"November 30,2015"
,"SolarCity and the Trustee,related to SolarCity's 5.45%",,,,,,"November 30,2015"
,"Solar Bonds, Series 2015/C127-15.",,,,,,"November 30,2015"
,One Hundred-and-Sixty-Third Supplemental Indenture,8-K(1),8-K(1),8-K(1),001-35758,4.5,
,"dated as of December 14,2015,by and between",,,,,,
,"SolarCity and the Trustee,related to SolarCity's 4.70%",,,,,,
,"Solar Bonds,Series 2015/C131-10.",,,,,,
,"One Hundred-and-Sixty-Fourth Supplemental Indenture,",8-K(1),8-K(1),8-K(1),001-35758,,
,"dated as of December 14, 2015,by and between",8-K(1),8-K(1),8-K(1),001-35758,,
,"SolarCity and the Trustee, related to SolarCity's 5.45%",8-K(1),8-K(1),8-K(1),001-35758,,
,"Solar Bonds,Series 2015/C132-15.",,,,,,
,One Hundred-and-Sixty-Seventh Supplemental,8-K(1),8-K(1),,001-35758,,
,"Indenture,dated as of December 28,2015,by and",,,,,,
,"between SolarCity and the Trustee, related to",,,,,,
,"SolarCity's 3.60% Solar Bonds, Series 2015/C135-5.",,,,,,
,"One Hundred-and-Sixty-Eighth Supplemental Indenture,",8-K(1),8-K(1),,001-35758,4.5,
,"dated as of December 28, 2015,by and between",,,,,,
,"SolarCity and the Trustee,related to SolarCity's 4.70%",,,,,,
,"Solar Bonds, Series 2015/C136-10.",,,,,,
,"One Hundred-and-Sixty-Ninth Supplemental Indenture,",,,,,,
,"One Hundred-and-Sixty-Ninth Supplemental Indenture,",8-K(1),8-K(1),001-35758,001-35758,,
,"dated as of December 28, 2015,by and between",,,,,,
,"SolarCity and the Trustee, related to SolarCity's 5.45%",,,,,,
,"Solar Bonds, Series 2015/C137-15.One Hundred-and-Seventy-Second SupplementalIndenture,dated as of January 29,2016,by and between",,,,,,
,"SolarCity and the Trustee, related to SolarCity's 4.00%",,,,,,
,"Solar Bonds, Series 2016/3-5.",,,,,,
,"One Hundred-and-Seventy-Third SupplementalIndenture,dated as of January 29,2016,by and between",,,,,,
,SolarCity and the Trustee，related to SolarCity's 5.00%,,,,,,
