Model,Model,Spanish,Dutch,German,Extra Resources
*,Tackstrom et al. (2012),59.30,58.40,40.40,parallel corpus
*,Nothman et al. (2013),61.0,64.00,55.80,Wikipedia
,Tsai et al. (2016),60.55,61.60,48.10,Wikipedia
,Ni et al. (2017),65.10,65.40,58.50,"Wikipedia, parallel corpus, 5K dict."
*,Mayhew et al. (2017),65.95,66.50,59.11,"Wikipedia,1M dict."
* Ourmethods:,Mayhew et al. (2017) (only Eng.data),51.82,53.94,50.96,1M dict.
BWET (id.c.),BWET (id.c.),$7 1 . 1 4 \pm 0 . 6 0$,,,
,,${ \bf 7 2 . 3 7 \pm 0 . 6 5 }$,$7 0 . 2 4 \pm 1 . 1 8$,$5 7 . 0 3 \pm 0 . 2 5$,
,BWET(id.c.) + self-att.,,$7 0 . 4 0 \pm 1 . 1 6$,${ \bf 5 7 . 7 6 \pm 0 . 1 2 }$,
,BWET (adv.),$7 0 . 5 4 \pm 0 . 8 5$,$7 0 . 1 3 \pm 1 . 0 4$,$5 5 . 7 1 \pm 0 . 4 7$,
,BWET (adv.) + self-att.,$7 1 . 0 3 \pm 0 . 4 4$,${ \bf 7 1 . 2 5 \pm 0 . 7 9 }$,$5 6 . 9 0 \pm 0 . 7 6$,
,BWET,$7 1 . 3 3 \pm 1 . 2 6$,$6 9 . 3 9 \pm 0 . 5 3$,$5 6 . 9 5 \pm 1 . 2 0$,10K dict.
,BWET+ self-att.,$7 1 . 6 7 \pm 0 . 8 6$,$7 0 . 9 0 \pm 1 . 0 9$,$5 7 . 4 3 \pm 0 . 9 5$,10K dict.
,BWET on data from Mayhew et al. (2017),$6 6 . 5 3 \pm 1 . 1 2$,$6 9 . 2 4 \pm 0 . 6 6$,$5 5 . 3 9 \pm 0 . 9 8$,1M dict.
,BWET + self-att.on data from Mayhew et al. (2017),$6 6 . 9 0 \pm 0 . 6 5$,$6 9 . 3 1 \pm 0 . 4 9$,$5 5 . 9 8 \pm 0 . 6 5$,1M dict.
,Our supervised results,$\overline { { 8 6 . 2 6 \pm 0 . 4 0 } }$,$\overline { { 8 6 . 4 0 \pm 0 . 1 7 } }$,$\overline { { 7 8 . 1 6 \pm 0 . 4 5 } }$,annotated corpus
