,"December 31,2020 Gross Derivative Assets","December 31,2020 Gross Derivative Assets","December 31,2020 Gross Derivative Assets","December 31,2020 Gross Derivative Assets","December 31,2020 Gross Derivative Assets","December 31,2020 Gross Derivative Assets","December 31,2020 Gross Derivative Assets","December 31,2020 Gross Derivative Assets","December 31,2020 Gross Derivative Assets"
,Trading and,Trading and,Trading and,Trading and,Trading and,Trading and,Gross Derivative Liabilities,Gross Derivative Liabilities,Gross Derivative Liabilities
,Contract/,Other Risk Management,Qualifying Accounting,Qualifying Accounting,Trading and,Other Risk Management,Other Risk Management,Qualifying Accounting,
(Dollars in billions) Interest rate contracts,Notional (1),Derivatives,Hedges,Total 10.9$,210.8,Derivatives 209.3,Hedges 1.3$,Total 210.6,
Swaps,,,,,,,,,
Futures and forwards,"13,242.8 3,222.2",3.5,0.1,3.6,,3.6,,3.6,
Written options,"1,530.5",1,一,,,40.5,,40.5,
Purchased options,"1,545.8",45.3,,,45.3,一,,1,
Foreign exchange contracts,,,,,,,,,
Swaps,"1,475.8",37.1,0.3,37.4 53.4,39.7,,0.6,40.3,
"Spot,futures and forwards","3,710.7",53.4,一,,,54.5,0.5,55.0,
Written options,289.6,1,,,1 5.0,4.8,,4.8,
Purchased options,279.3,5.0,,,,1,,1,
Equity contracts,,,,,,,,,
Swaps,320.2,13.3,,13.3 0.3,,14.5,,14.5,
Futures and forwards,106.2,0.3,,,,1.4,,1.4,
Written options,599.1,1,,,,48.8,,48.8,
Purchased options,541.2,52.6,,52.6,,1,,1,
Commodity contracts,,,,,,,,,
Swaps,36.4,1.9,,1.9 2.0,,4.4,,4.4,
Futures and forwards,63.6,2.0,,,,1.0,,1.0 1.4,
Written options,24.6,1,,,,1.4,,,
Purchased options Credit derivatives 2),24.7,1.5,,,,1,,1,
Purchased credit derivatives:,,,,,,4.4,,4.4,
Credit default swaps Total return swaps/options,322.7 63.6,2.3,,,,1.0,,1.0,
,,0.2,,0.2,,,,,
Written credit derivatives: Credit default swaps,301.5,,一,4.4,,1.9,,1.9,
Total return swaps/options,68.6,4.4 0.6,,,,0.4,,0.4,
Gross derivative assets/liabilities,,,11.3,434.6,$,431.6 $,2.4$,434.0,
Less: Legally enforceable master netting agreements,$,423.3,,(344.9),,,,(344.9),
Less: Cash collateral received/paid,,,,(42.5),,,$,(43.6),
Total derivativeassets/liabilities,,,,47.2,,,,45.5,
,Gross Derivative Assets,"December31,2019","December31,2019","December31,2019","December31,2019","December31,2019","December31,2019","December31,2019","December31,2019"
,Trading and,,,,,Gross Derivative Liabilities Trading and,Gross Derivative Liabilities Trading and,Gross Derivative Liabilities Trading and,Gross Derivative Liabilities Trading and
,Contract/,Other Risk Management,Qualifying Accounting,,,Other Risk Management,Qualifying Accounting,,
(Dollars in bilions) Interest rate contracts,Notional (1),Derivatives,Hedges,,Total,Derivatives,Hedges,,Total
Swaps,"$ 15,074.4",$ 162.0,$,9.7 $,171.7,168.5 1.0,,$,168.9
Futures and forwards,"3,279.8",,1.0,,1.0,,$,0.4,1.0
Written options,"1,767.7",,,,1,32.5,,,32.5
Purchased options,"1,673.6",37.4,,,37.4,,,,一
Foreign exchange contracts,,,,,,,,,
Swaps,"1,657.7",,,0.7,31.0,31.7,,0.9,32.6
"Spot, futures and forwards","3,792.7",30.3,,0.1,36.0,38.7,,0.3,39.0
Written options,274.3,35.9,,,1,3.8,,,3.8
Purchased options,261.6,4.0,,,4.0,,,,1
Equity contracts,,,,,,1,,,
Swaps,315.0,6.5,,,6.5,8.1,,,8.1
Futures and forwards,125.1,0.3,,,0.3,1.1,,,1.1
Written options,731.1,,,,1,34.6,,,34.6
Purchased options,668.6,42.4,,,42.4,,,,1
Commodity contracts,,,,,,1,,,
Swaps,42.0,2.1,,,2.1,4.4,,,4.4
Futures and forwards,61.3,,,,1.7,0.4,,,0.4
Written options,33.2,,,,1,1.4,,,1.4
Purchased options,37.9,1.4,,,1.4,,,,1
Credit derivatives (2),,,,,,,,,
Purchased credit derivatives:,,,,,,,,,
Credit default swaps,321.6,2.7,,,2.7,5.6,,,5.6
Total return swaps/options,86.6,0.4,,,0.4,1.3,,,1.3
Written credit derivatives:,,,,,,,,,
Credit default swaps,300.2,5.4,,,5.4,2.0,,,2.0
Total return swaps/options,86.2,0.8,,,0.8,0.4,,,0.4
Gross derivative assets/liabilities,,334.3,$,10.5 $,344.8,335.5,$,1.6 $,337.1
Less: Legally enforceable master netting agreements,,,,,(270.4) (33.9),,,,(270.4) (28.5)
Less: Cash collateral received/paid,,,,$,40.5,,,,38.2
Total derivative assets/liabilities,,,,,,,,$,
