,Less than One Year,One to Three Years,,Three to Five Years,Over Five Years,Total,
,Carrying Value,Carrying Value,Carrying Value,Carrying Value,Carrying Value,Carrying Value,
Credit default swaps:,$ 一,$ 一,$ 一,$ 一,$ 一,$ 一,
Investment grade,,,1$,35$,94$,130,
Non-investment grade,26,,233 234,364 399,"1,163 1,257","1,786 1,916",
Total,26,26,26,26,26,26,
Total return swaps/options:,,,4,,,35,
Investment grade Non-investment grade,,,,,,,
,3,,,,,,
Total,366,,238$,399$,"1,257$","370 2,286",
Total creditderivatives,392$,392$,392$,392$,392$,392$,
Credit-related notes:,,,,,,572,
Investment grade Non-investment grade,1$,,1$,1$,572$,"1,023",
Total credit-related notes,64,2,2$,10 10$,"947 1,519","1,595",
,64$,64$,64$,64$,64$,64$,
Credit default swaps:,,,,,,,
Investment grade,"33,474",$,"75,731 $","87,218","16,822","213,245",
Non-investment grade,"13,664","28,770",,"$ 35,978","9,852","88,264",
Total,"47,138","104,501",,"123,196","26,674","301,509",
Total return swaps/options:,,,,,,,
Investment grade,"30,961","1,061",,7,,"32,099",
Non-investment grade,"36,128",364,,,5,"36,524",
Total,"67,089","1,425",,104,5,"68,623",
Totalcreditderivatives,"114,227","105,926",$,"123,300","26,679","370,132",
,$,$,$,$,$,$,
,"December 31,2019 Carrying Value","December 31,2019 Carrying Value","December 31,2019 Carrying Value","December 31,2019 Carrying Value","December 31,2019 Carrying Value","December 31,2019 Carrying Value",
Credit default swaps:,$ 一,$ 一,$ 一,$ 一,$ 一,$ 一,
Investment grade,,,$,6$,164,229,
Non-investment grade,70,292,,561,808,"1,731",
Total,70,297,,621,972,"1,960",
Total return swaps/options:,,,,,,,
Investment grade,,,,,,35,
Non-investment grade,35 344,,,,,344,
Total,379,一,,,,379,
Total credit derivatives,449,449,449,449,449,449,
Credit-related notes:,,,$,621,972,"2,339",
Investment grade,,,3$,1$,639,643,
Non-investment grade,,,,1,"1,125","1,134",
Total credit-related notes,6,,,2$,"1,764","1,777",
,6$,5$ Maximum Payout/Notional,5$ Maximum Payout/Notional,5$ Maximum Payout/Notional,5$ Maximum Payout/Notional,5$ Maximum Payout/Notional,5$ Maximum Payout/Notional
Credit default swaps:,,,,,,$,
Investment grade,"$ 67,838","$ 67,838","$ 67,838","$ 67,838","$ 67,838","$ 67,838",
Non-investment grade,"55,827 19,049","26,521",$,"71,320 29,618","17,708 12,337","212,693 87,525",
Total,"74,876","94,359",,"100,938","30,045","300,218",
Total return swaps/options:,,,,,,,
Investment grade,"56,488",,,62,76,"56,626",
Non-investment grade,"28,707",,657,104,60,"29,528",
Total,"85,195",,657,166,136,"86,154",
Total credit derivatives,"160,071",$,"95,016 $","101,104","30,181","386,372",
