Outstandings,Nonperforming,Accruing Past Due 90 Days or More,Accruing Past Due 90 Days or More,Accruing Past Due 90 Days or More
Dollars in millions,December 31,2020,2019,2020
Residential mortgage,"$ 223,555","$ 236,169","$ 1,470","$ 2,005"
Home equity,"34,311","40,208",536,649
Credit card,"78,708","97,608","1,042",
Direct/Indirect consumer,"91,363","90,998",33,71
Other consumer,124,192,47,
Consumer loans excluding loans accounted for under the fair value option,"$ 428,061","$ 465,175","$ 2,053","$ 2,725"
Loans accounted for under the fair value option,735,594,,
Total consumer loans and leases,"$ 428,796","$ 465,769",,
Percentage of outstanding consumer loans and leases,n/a,n/a,0.40 %,0.44 %
Percentage of outstanding consumer loans and leases,excluding fully-insured loan portfolios,n/a,n/a,0.22
