(Dollrs in bilions),Derivative Assets,Derivative Assets,Derivative Assets,Derivative Assets
(Dollrs in bilions),"Liabilities December 31,2020","Liabilities December 31,2020","December 31,2019","December 31,2019"
Interest rate contracts Over-the-counter,247.7,243.5,203.1,196.6
,,,0.1,0.1
Exchange-traded,,1,,5.3
Over-the-counter cleared,10.2,9.1,6.0,
Foreign exchange contracts,,,,
Over-the-counter,92.2,96.5,69.2,73.1
Over-the-counter cleared,1.4,1.3,0.5,0.5
Equity contracts Over-the-counter,,,,
,31.3,28.3,21.3,17.8
Exchange-traded,32.3,31.0,26.4,22.8
Commodity contracts,,,,
Over-the-counter,3.5,5.0,2.8,4.2
Exchange-traded,0.7,0.7,0.8,0.8
Over-the-counter cleared,1,1,1,0.1
Credit derivatives Over-the-counter,,,,
Over-the-counter cleared,5.2,5.6,6.4 2.5,6.6
"Total grossderivative assets/liabilities,before netting",2.2,1.9,,2.2
Over-the-counter,,378.9,302.8,298.3
Exchange-traded,379.9,,,
Over-the-counter cleared,33.0 13.8,31.7,27.3 9.0,23.7 8.1
Less: Legally enforceable master netting agreements and cash collateral received/paid,,12.3,,
,,,(274.7),(269.3)
Over-the-counter Exchange-traded,(345.7),(347.2),(21.5),
Over-the-counter cleared,(29.5) (12.2),(29.5) (11.8),(8.1),(21.5) (8.1)
"Derivative assets/liabilities,after eting",39.3,34.4,34.8,31.2
Othergrossdiviessets/lls2),7.9,11.1,5.7,7.0
Total derivative assets/liabilities,47.2,45.5,40.5,38.2
Less: Financialinstrumentscollateral(),(16.1),(16.6),(14.6),
Totalnet derivative assets/liabilities,31.1$,28.9$,25.9$,(16.1) 22.1
