(Dollars in millions),Debit Valuation,Debit Valuation,Debit Valuation,Debit Valuation,Debit Valuation,Foreign Total
(Dollars in millions),Debt Securities,Adjustments,Derivatives,Employee Benefit Plans,Currency,Foreign Total
"Balance,December 31,2017",$,"(1,206) $ (1,060)$",,"(831)$ (3,192) $",(793)$,"(7,082)"
Accounting change related to certain tax effects,(393),(220),(189),(707),239,"(1,270)"
Cumulative adjustment for hedgeaccounting change,,,57,,,57
Net change,"(3,953)",749,(53),(405),(254),"(3,916)"
"Balance,December31,2018","$ (5,552)$",(531)$,"(1,016)$","(4,304)$",(808)$,"(12,211)"
Net change,"5,875",(963),616,136,(86),"5,578"
"Balance,December31,2019",$,"323$ (1,494)$",(400)$ 826,"(4,168)$ (98)",(894)$,"(6,633)"
Net change,"4,799",(498),426$,"(4,266)$",(52) (946)$,"4,977 (1,656)"
"Balance,December31,2020","$ 5,122","$ (1,992)$",,,,
