,Outstandings,Outstandings,Nonperforming,Nonperforming,Net Charge-offs,Net Charge-offs
,,,December31,December31,Net Charge-offs,Net Charge-offs
(Dollars in millions),2019,2019,2020,2020,2020 2019,2020 2019
Core portfolio,,"225,770",,,,
Residential mortgage,"215,273",,"1,390",883,(25）$,7
Home equity,"30,328 245,601","35,226",462,363,（,51
Total core portfolio,,"260,996","1,852","1,246",(31),58
Non-core portfolio,"8,282","10,399",,587,,(54)
Residential mortgage,,"4,982",615 187,173,(5) (67),(409)
Home equity,"3,983",,,,,
Totalnon-core portfolio,"12,265","15,381",802,760,(72),(463)
Consumer real estate portfolio,,,,,,
Residential mortgage,"223,555","236,169","2,005","1,470",(30),(47)
Home equity Total consumer real estate portfolio,"34,311 257,866","40,208",649,"536 2,006",（73）,(358) (405)
,"$ 276,377","$ 276,377","2,654 $","2,654 $",(103)$,(103)$
,,,Allowance for Loan,,,
,,,and Lease Losses,,Provision for Loan,
,,,December 31,,,and Lease Losses
,,,2020,2019,2020,2019
Core portfolio,,,,,$,$
Residential mortgage,,,374,229,136,22
Home equity,,,599,120,135,（58)
Total core portfolio,,,973,349,271,(36)
Non-core portfolio,,,,,,
Residential mortgage,,,85,96,75,(134)
Home equity(2)g,,,(63),101,(21),(510)
Totalnon-coreportfolio,,,22,197,54,(644)
Consumer real estate portfolio,,,,,,
Residential mortgage,,,459,325,211,(112)
Home equity (3),,,536,221,114,(568)
Total consumer real estate portfolio,,$,995$,546$,325$,(680)
