,Outstandings (1),Outstandings (1),Nonperforming (1),Nonperforming (1),,
,December 31,December 31,December 31,December 31,Net Charge-offs,Net Charge-offs
(Dolars in millions),2020,2019,2020,2019,2020,2019
California,"$ 83,185","$ 88,998",$,570$ 274$,(18)$,(22)
New York,23.832,"22,385",,196,3,5
Florida,"13,017","12,833",,143,(5),(12)
Texas,"8,868","8,943",,65,1,1
New Jersey,,"8,806 8,734",,77,(1),(4)
Other,"74,029","75,586",,715,(9),(15)
Residential mortgage loans,"$ 211,737","$ 217,479",$,"812 2,005 $ 1,470",$ (30）$,(47)
Fully-insured loan portfolio,,"11,818","18,690",,,
Totalresidentialmortgage loanportfolio,$,"223,555 $","236,169",,,
