Debt Securities,Amortized,Gross,Gross,
,Cost,Unrealized Gains,Unrealized Losses,Fair Value
(Dollars in millions),,"December 31, 2020",,
Available-for-sale debt securities,,,,
Mortgage-backed securities:,,,,
Agency,"$ 59,518$","2,370$",,(39）$61.849
Agency-collateralized mortgage obligations,"5,112",161,(13）,"5,260"
Commercial,"15,470","1,025",(4),"16,491"
Non-agency residential (1),899,127,(17),"1,009"
Total mortgage-backed securities U.S.Treasury and agency securities,"80,999","3,683",(73),"84,609"
Non-U.S.securities,"114,157","2,236",(13),"116,380"
,"14,009",15,（7）,"14,017"
"Other taxable securities,substantialy all asset-backed securities","2,656",61,(6),"2,711"
Total taxablesecurities,"211,821","5,995",（99),"217,717"
Tax-exempt securities,"16,417",389,(32),"16,774"
Totalavailable-for-saledebt securities (3),"228,238","6,384",(131),"234,491"
Other debt securities carried at fair value (2),"11,720",429,(39),"12,110"
Total debt securities carried at fair value,"239,958","6,813",(170),"246,601"
"Held-to-maturity debt securities, substantiallyall U.S. agency mortgage-backed securities 3)","438,279 $678,237","10,095",(194) (364),"448,180 $ 694,781"
"Total debt securities ,.4)","$ 16,908 $","$ 16,908 $","$ 16,908 $","$ 16,908 $"
Available-for-sale debt securities,"December 31,2019","December 31,2019","December 31,2019","December 31,2019"
Mortgage-backed securities:,$,,,
Agency,"$121,698","1,013$",,"(183)$122,528"
Agency-collateralized mortgage obligations,"4,587",78,(24),"4,641"
Commercial,"14,797",249,(25),"15,021"
Non-agency residential (1),948,138,(9),"1,077"
Total mortgage-backed securities,"142,030","1,478",(241),"143,267"
U.S.Treasury and agency securities,"67,700","1,023",(195),"68,528"
Non-U.S.securities,"11,987",6,(2),"11,991"
"Other taxable securities,substantiallyall asset-backed securities","3,874",67,,"3,941"
Total taxable securities Tax-exempt securities,"225,591",2.574,(438),"227,727"
,"17,716",202,(6,"17,912"
Total available-for-sale debt securities Other debt securities cared at fair value (2),"243,307","2,776",(444),"245,639"
Total debt securitiescarried at fair value,"10,596",255,(23),"10,828"
,"253,903","3,031",(467),"256,467"
"Held-to-maturitydebt securities,substantiallyall U.S.agency mortgage-backed securities","215,730","4,433",(342),"219,821"
"Total debt securities 3, 4)","$469,633","7,464",(809),"$476,288"
