Consumer Real Estate,Credit Card and Other Consumer,Commercial,Total
$,$,$,$
"Allowance for loan and lease losses, January 1",440,"7,430","4,488,12,358"
Loans and leases charged off,(98),"(3,646)","(1,675),(5,419)"
Recoveries of loans and leases previously charged off,201,891,"206,1,298"
Net charge-offs,103,"(2,755)","(1,469),(4,121)"
Provision for loan and lease losses,307,"4,538","5,720,10,565"
Other,8,—,"—,(8)"
"Allowance for loan and lease losses, December 31",858,"9,213","8,731,18,802"
"Reserve for unfunded lending commitments, January 1",119,—,"1,004,1,123"
Provision for unfunded lending commitments,18,—,"737,755"
"Reserve for unfunded lending commitments, December 31",137,—,"1,741,1,878"
"Allowance for credit losses, December 31",$,995,"$,9,213,$,10,472,$,20,680"
"Allowance for loan and lease losses, January 1",$,928,"$,3,874,$,4,799,$,9,601"
Loans and leases charged off,(522),"(4,302)","(822),(5,646)"
Recoveries of loans and leases previously charged off,927,911,"160,1,998"
Net charge-offs,405,"(3,391)","(662),(3,648)"
Provision for loan and lease losses,(680),"3,512","742,3,574"
Other,(107),1,"(5),(111)"
"Allowance for loan and lease losses, December 31",546,"3,996","4,874,9,416"
"Reserve for unfunded lending commitments, January 1",—,—,"797,797"
Provision for unfunded lending commitments,—,—,"16,16"
"Reserve for unfunded lending commitments, December 31",—,—,"813,813"
"Allowance for credit losses, December 31",$,546,"$,3,996,$,5,687,$,10,229"
"Allowance for loan and lease losses, January 1",$,"1,720","$,3,663,$,5,010,$,10,393"
Loans and leases charged off,(690),"(4,037)","(675),(5,402)"
Recoveries of loans and leases previously charged off,664,823,"152,1,639"
Net charge-offs,(26),"(3,214)","(523),(3,763)"
Provision for loan and lease losses,(492),"3,441","313,3,262"
Other,(274),(16),"(1),(291)"
"Allowance for loan and lease losses, December 31",928,"3,874","4,799,9,601"
"Reserve for unfunded lending commitments, January 1",—,—,"777,777"
Provision for unfunded lending commitments,—,—,"20,20"
"Reserve for unfunded lending commitments, December 31",—,—,"797,797"
"Allowance for credit losses, December 31",$,928,"$,3,874,$,5,596,$,10,398"
