,Outstandings,Outstandings,Nonperforming,Nonperforming,Accruing Past Due 90 Days or More,Accruing Past Due 90 Days or More,Accruing Past Due 90 Days or More
,December31,December31,December31,December31,December31,December31,
(Dollars in millions),2020,2019,2020,2019,2020,,2019
Residential mortgage (1),"223,55","236,169","2,005","$ 1,470",$,762 $,"1,088"
Home equity,"34,311","40,208",$ 649,,536,1,1
Credit card,"78,708","97,608",n/a,,,903,"1,042"
Direct/Indirect consumer (2),,"90,998",71,,n/a,33,33
Other consumer,"91,363 124",192,,,47,一,一
Consumer loans excluding loans accounted for under the fair,,,,,,,
value option,"428,061","$ 465,175$","2,725",$,"2,053 $","1,698 $","2,163"
Loans accounted for under the fair value option (3),735,594,,,,,
Total consumer loans and leases,"428,796","465,769",,,,,
Percentage of outstanding consumer loans and leases (4),n/a,n/a,0.64%,,0.44%,0.40%,0.47%
"Percentage of outstanding consumer loans and leases,",,,,,0.46,,
excludingfully-insuredloanportfolios4),n/a,n/a,0.65,,,0.22,0.24
