,Accruing Past Due Outstandings 90 Days orMore (),Accruing Past Due Outstandings 90 Days orMore (),Accruing Past Due Outstandings 90 Days orMore (),Accruing Past Due Outstandings 90 Days orMore (),Accruing Past Due Outstandings 90 Days orMore (),Accruing Past Due Outstandings 90 Days orMore ()
,December 31,December 31,December 31,December 31,Net Charge-offs,Net Charge-offs
(Dollars in millions),2020,2019,2020,2019,2020,2019
California,"12,543","$ 16,135",$,$ 178,419,526
Florida,,,166,135,306,363
Texas,"7,666","9,075",135,93,,241
,"6,499 4,654","7,815",,80,202,
New York,,"5,975",,26,188 56,243
Washington Other,"3,685 43,661","4,639",,530,"1,178",71
Total credit card portfolio,"$ 78,708","53,969 $ 97,608",$,"418 903 $ 1,042",$ 2.349,"1,504 $ 2,948"
