Outstandings,Nonperforming,Accruing Past Due 90 Days or More
Dollars in millions,December 31,"2020,2019,2020,2019,2020,2019"
Residential mortgage,"$ 223,555","$ 236,169,$ 2,005,$ 1,470,$ 762,$ 1,088,("""")"
Home equity,"34,311","40,208,649,536,(""""),(""""),("""")"
Credit card,"78,708","97,608,(""""),(""""),903,1,042,("""")"
Direct/Indirect consumer,"91,363","90,998,71,47,33,33,("""")"
Other consumer,124,"192,(""""),(""""),(""""),(""""),("""")"
Consumer loans excluding loans accounted for under the fair value option,"$ 428,061","$ 465,175,$ 2,725,$ 2,053,$ 1,698,$ 2,163,("""")"
Loans accounted for under the fair value option,735,"594,(""""),(""""),(""""),(""""),("""")"
Total consumer loans and leases,"$ 428,796","$ 465,769,(""""),(""""),(""""),(""""),("""")"
Percentage of outstanding consumer loans and leases,n/a,"n/a,0.64 %,0.44 %,0.40 %,0.47 %,("""")"
Percentage of outstanding consumer loans and leases,excluding fully-insured loan portfolios,"n/a,n/a,0.65,0.46,0.22,0.24,("""")"
