Commercial Utilized,Commercial Utilized,Total Commercial Committed,Total Commercial Committed,December 31
$,$,$,$,"2020,2019,2020,2019"
Asset managers and funds,Asset managers and funds,Asset managers and funds,Asset managers and funds,"$,$,$,$"
"68,093","71,386","101,540","110,069","$,$,$,$"
Real estate (3),Real estate (3),Real estate (3),Real estate (3),"69,267,70,361,92,414,96,370,$,$,$,$"
Capital goods,Capital goods,Capital goods,Capital goods,"39,911,41,082,80,959,80,892,$,$,$,$"
Finance companies,Finance companies,Finance companies,Finance companies,"46,948,40,173,70,004,63,942,$,$,$,$"
Healthcare equipment and services,Healthcare equipment and services,Healthcare equipment and services,Healthcare equipment and services,"33,759,34,353,57,880,55,918,$,$,$,$"
Government and public education,Government and public education,Government and public education,Government and public education,"41,669,41,889,56,212,53,566,$,$,$,$"
Materials,Materials,Materials,Materials,"24,548,26,663,50,792,52,129,$,$,$,$"
Retailing,Retailing,Retailing,Retailing,"24,749,25,868,49,710,48,317,$,$,$,$"
Consumer services,Consumer services,Consumer services,Consumer services,"32,000,28,434,48,026,49,071,$,$,$,$"
"Food, beverage and tobacco","Food, beverage and tobacco","Food, beverage and tobacco","Food, beverage and tobacco","22,871,24,163,44,628,45,956,$,$,$,$"
Commercial services and supplies,Commercial services and supplies,Commercial services and supplies,Commercial services and supplies,"21,154,23,103,38,149,38,944,$,$,$,$"
Transportation,Transportation,Transportation,Transportation,"23,426,23,449,33,444,33,028,$,$,$,$"
Energy,Energy,Energy,Energy,"13,936,16,406,32,983,36,326,$,$,$,$"
Utilities,Utilities,Utilities,Utilities,"12,387,12,383,29,234,36,060,$,$,$,$"
Individuals and trusts,Individuals and trusts,Individuals and trusts,Individuals and trusts,"18,784,18,927,25,881,27,817,$,$,$,$"
Technology hardware and equipment,Technology hardware and equipment,Technology hardware and equipment,Technology hardware and equipment,"10,515,10,646,24,796,24,072,$,$,$,$"
Media,Media,Media,Media,"13,144,12,445,24,677,23,645,$,$,$,$"
Software and services,Software and services,Software and services,Software and services,"11,709,10,432,23,647,20,556,$,$,$,$"
Global commercial banks,Global commercial banks,Global commercial banks,Global commercial banks,"20,751,30,171,22,922,32,345,$,$,$,$"
Automobiles and components,Automobiles and components,Automobiles and components,Automobiles and components,"10,956,7,345,20,765,14,910,$,$,$,$"
Consumer durables and apparel,Consumer durables and apparel,Consumer durables and apparel,Consumer durables and apparel,"9,232,10,193,20,223,21,245,$,$,$,$"
Vehicle dealers,Vehicle dealers,Vehicle dealers,Vehicle dealers,"15,028,18,013,18,696,21,435,$,$,$,$"
Pharmaceuticals and biotechnology,Pharmaceuticals and biotechnology,Pharmaceuticals and biotechnology,Pharmaceuticals and biotechnology,"5,217,5,964,16,349,20,206,$,$,$,$"
Telecommunication services,Telecommunication services,Telecommunication services,Telecommunication services,"9,411,9,154,15,605,16,113,$,$,$,$"
Insurance,Insurance,Insurance,Insurance,"5,921,6,673,13,491,15,218,$,$,$,$"
Food and staples retailing,Food and staples retailing,Food and staples retailing,Food and staples retailing,"5,209,6,290,11,810,10,392,$,$,$,$"
Financial markets infrastructure (clearinghouses),Financial markets infrastructure (clearinghouses),Financial markets infrastructure (clearinghouses),Financial markets infrastructure (clearinghouses),"4,939,5,496,8,648,7,997,$,$,$,$"
Religious and social organizations,Religious and social organizations,Religious and social organizations,Religious and social organizations,"4,769,3,844,6,759,5,756,$,$,$,$"
Total commercial credit exposure by industry,,,,"$,$,$,$"
"620,303","635,306","1,040,244","1,062,295","$,$,$,$"
Net credit default protection purchased on total commitments (4),,,,"$,$,$,$"
"4,170","3,349",,,"$,$,$,$"
