Exhibit No. 10.31*,Exhibit Description,Provided Herewith,IncorporatedbyReference,IncorporatedbyReference,IncorporatedbyReference,IncorporatedbyReference
"Letter Agreement, dated as of June 9,",Exhibit Description,Provided Herewith,Form,SEC File No.,Exhibit,Filing Date
,"2019,by and among salesforce.com, inc., Sausalito Acquisition Corp.and Christian Chabot,Patrick Hanrahan and Christopher Stolte.",,8-K,001-32224,10.1,6/10/2019
21.1,List of Subsidiaries,X,,,,
23.1,Consent of Independent Registered Public Accounting Firm,X,,,,
24.1,Power of Attorney (incorporated by reference to the signature page of this Annual Report on Form 10-K),X,,,,
31.1,"Certification of Chief Executive Officer, Marc Benioff, pursuant to Exchange Act Rule 13a-14(a) or 15(d)-14(a),as adopted pursuant to Section 302 of the Sarbanes-",,,,,
31.2,"Oxley Act of 2002 Certification of Chief Financial Officer pursuant to Exchange Act Rule 13a-14(a) or 15(d)-14(a),as adopted pursuant to",X,,,,
32.1,Section 302 of the Sarbanes-Oxley Act of 2002 Certification of Chief Executive Officer and Chief Financial Officer pursuant to 18,X,,,,
,"U.S.C. Section 1350,as adopted pursuant to Section 906 of the Sarbanes-Oxley Act of 2002",X,,,,
101.INS 101.SCH,Inline XBRL Instance Document Inline XBRL Taxonomy Extension,,,,,
101.CAL,Schema Document Inline XBRL Taxonomy Extension,,,,,
,Calculation Linkbase Document,,,,,
101.DEF 101.LAB,Inline XBRL Extension Definition Inline XBRL Taxonomy Extension Label,,,,,
101.PRE,Linkbase Document Inline XBRL Taxonomy Extension,,,,,
,Presentation Linkbase Document The cover page from the Company's,,,,,
104,"Annual Report on Form 10-K for the year ended January 31,2020, formatted in Inline XBRL (included in Exhibit 101).",,,,,
