,,,,,,entered current,Planned filing development dates/current phase
Compound/ Common product,name,Mechanism ofaction,Potential indication,Business franchise,phase,entered current,Planned filing development dates/current phase
177Lu- PSMA-617,lutetium Lu 177 vipivotide tetraxetan/ lutetium (177Lu),Radioligand therapy targeting PSMA,"Metastatic castration-resistant prostate cancer,post-taxanel11",Solid Tumor,Intravenous infusion,2021,US/EU registration
,tetraxetan,,"Metastatic castration-resistant prostate cancer,pre-taxane12",Solid Tumor,Intravenous infusion,2021,2023/I
,,,Metastatic hormone-sensitive prostate cancer13,Solid Tumor,Intravenous infusion,2021,2024/I
LXE408,TBD,Proteasome inhibitor,Visceral leishmaniasis,Established Medicines,Oral,201914,≥2026/I
MBG453,,sabatolimab TIM-3antagonist,Myelodysplastic syndrome,Hematology,Intravenous infusion,2020,2022/2023/
,,,Unfit acute myeloid leukemia,Hematology,Intravenous infusion,2020,2024/I1
MIJ821,TBD,NR2B negative allosteric modulator,Major depressive disorder15,Neuroscience,Intravenous infusion,2021,≥2026/Il
NIS793,TBD,TGF-beta 1 inhibitor,"Pancreatic cancer,1st ine16",Solid Tumor,Intravenous infusion,2021,2025/1
QBW251,icenticaftor,CFTR potentiator,Chronic obstructive pulmonary disease,Respiratory and Allergy,Oral,2019,2025/I
QGE031,ligelizumab,IgE inhibitor,Chronic spontaneous urticaria,"Immunology, Hepatologyand Dermatology",Subcutaneous injection 2018,,TBD17/I11
,,,Chronic inducible urticaria18,Immunology， Hepatology and Dermatology,Subcutaneous injection 2021,,2025/
,,,Food allergy19,Respiratory and Allergy,Subcutaneous injection 2021,,2025/I1I
SAF312,libvatrep,TRPV1 antagonist,Chronic ocular surface pain,Ophthalmology,Topical,2016,≥2026/Il
SKO13620,ensovibep,Multispecific DARPin,Coronavirus infection,Established Medicines,Intravenous infusion,(N/A),Not applicable 2022/ll
TQJ230,pelacarsen,ASO targeting lipoprotein(a),Secondary prevention of cardiovascular events in patients with elevated levels of lipoprotein(a),"Cardiovascular, Renal and",Subcutaneousinjection 2019,,2025/I1I
UNR844,TBD,Reduction of disulfide bonds,Presbyopia,Metabolism Ophthalmology,Topical,2019,2024/I
VAY736,ianalumab,BAFF-R inhibitor,Autoimmune hepatitis,"Immunology, Hepatology and Dermatology",Subcutaneous injection 2018,,≥2026/I
,,,Sjogren's syndrome,Immunology， Hepatologyand,Subcutaneous injection 2017,,≥2026/I
VDT48221,,tislelizumab Anti-PD-1 monoclonal,"Esophageal cancer, 2nd line",Dermatology Solid Tumor,Intravenous infusion,N/A,US registration
,,antibody,Non-small cell lung cancer,Solid Tumor,Intravenous infusion,N/A,2022/1
,,,"Nasopharyngeal carcinoma,1st line",Solid Tumor,Intravenous infusion,N/A,2022/1
,,,"Gastric cancer, 1st line",Solid Tumor,Intravenous infusion,N/A,2023/I
,,,"Esophagealcancer,stine",Solid Tumor,Intravenous infusion,N/A,2023/
,,,Localized esophageal cancer,Solid Tumor,Intravenous infusion,N/A,2023/I
,,,Hepatocellulararcinoma1sline,Solid Tumor,Intravenous infusion,N/A,2023/1I
,,,Small ellungcanerie,Solid Tumor,Intravenous infusion,N/A,2024/II
,,,Bladderurothelialcellcarcinoasline,Solid Tumor,Intravenous infusion,N/A,2024/II
VPM087,,gevokizumab IL-1beta antagonist,Colorectalcancerstline,Solid Tumor,Intravenous infusion,2019,≥2026/
Xolair,,omalizumabIgE inhibitor,Food allergy,Respiratory and Allergy,Subcutaneous injection 2019,,2023/I1I
