,Current debts and,financial,,
,Non-current financial,derivative financial,Non-current,Current lease
(USD millions),debts,instruments,lease liabilities,liabilities
"January 1,2020",20353,7031,1703,246
Increase in non-current financial debts,7126,,,
Repayments of non-current financial debts,,-2003,,
Change in current financial debts,,2261,,
"Payments of lease liabilities, net",,,,-312
Interest payments for amounts included in lease liabilities classified as cash flows from operating activities,,,,-56
"New, modified and terminated leases, net",,,221,73
Impact of acquisitions of businesses,,32,36,8
"Changes in fair values, lease interest and other changes, net",-1,,-30,65
Amortization of bonds discount,16,5,,
Currency translation effects,832,392,39,12
"Reclassification from non-current to current, net",-2067,2067,-250,250
"December31,2020",26259,9785,1719,286
,,Current financial debts and derivative,,
,Non-current financial debts,financial instruments,Non-current lease liabilities,Current lease liabilities
"(USD millions) January 1,2019",22 470,9678,,
Impact of adoption of IFRS 16 Leases continuing operations',-2,-1,1471,268
Impact of adoption of IFRS 16 Leases discontinued operations ²,-89,,246,40
Financial debts and lease liabilities related to discontinued operations,,-47,-246,-40
Increase in non-current financial debts,93,,,
Repayments of non-current financial debts,,-3195,,
Change in current financial debts,,-1582,,
"Payments of lease liabilities, net",,,,-273
Interest payments for amounts included in lease liabilities classified as cash flows from operating activities,,,,-51
"New, modified and terminated leases, net",,,362,131
Impact of acquisitions and divestments of businesses,,2,-11,-6
"Changes in fair values,lease interest and other changes, net",,129,33,20
Amortization of bonds discount,25,,,
Currency translation effects,-141,44,4,1
"Reclassification from non-current to current, net",-2003,2003,-156,156
"December 31,2019",20353,7 031,1703,246
