SAF312,libvatrep,TRPV1 antagonist,Chronic ocular surface pain,Respiratory and Allergy,Subcutaneous injection,2021,2025/III
Compound/product\tCommon name\tMechanism of action\tPotential indication\tBusiness franchise\tFormulation/route of administration\tYear project entered current development phase\tPlanned filing dates/current phase,,,,,,,
^177^Lu-PSMA-617\tlutetium Lu 177 vipivotide tetraxetan/ lutetium (^177^Lu) vipivotide tetraxetan\tRadioligand therapy targeting PSMA\tMetastatic castration-resistant prostate cancer,post-taxane^11\tSolid Tumor\tIntravenous infusion\t2021\tUS/EU registration,,,,,,
\t\t\tMetastatic castration-resistant prostate cancer,pre-taxane^12\t\t\t\t\t2021\t2023/III,,,,,,
\t\t\tMetastatic hormone-sensitive prostate cancer^13\t\t\t\t\t2021\t2024/III,,,,,,,
LXE408\tTBD\tProteasome inhibitor\tVisceral leishmaniasis\tEstablished Medicines\tOral\t2019^14\t≥2026/II,,,,,,,
ID    Drug    Mechanism    Indication    Disease    Therapy    Year    Phase,,,,,,,
LXE408    TBD    Proteasome inhibitor    Metastatic hormone-sensitive prostate cancer    Solid Tumor    Oral    2019    ≥2026/II,,,,,,,
MBG453    sabatolimab    TIM-3 antagonist    Visceral leishmaniasis    Established Medicines    Intravenous infusion    2020    2022/2023/III,,,,,,,
MBG453    sabatolimab    TIM-3 antagonist    Myelodysplastic syndrome    Hematology    Intravenous infusion    2020    2024/II,,,,,,,
MIJ821    TBD    NR2B negative allosteric modulator    Unfit acute myeloid leukemia    Hematology    Intravenous infusion    2021    ≥2026/II,,,,,,,
MIJ821    TBD    NR2B negative allosteric modulator    Major depressive disorder    Neuroscience    Intravenous infusion    2021    ≥2026/II,,,,,,,
NIS793    TBD    TGF-beta 1 inhibitor    Pancreatic cancer,1st line    Solid Tumor    Intravenous infusion    2021    2025/III,,,,,,
QBW251    icenticaftor    CFTR potentiator    Chronic obstructive pulmonary disease    Respiratory and Allergy    Oral    2019    2025/II,,,,,,,
QGE031    ligelizumab    IgE inhibitor    Chronic spontaneous urticaria    Immunology,Hepatology and Dermatology    Subcutaneous injection    2018    TBD/III,,,,,,
QGE031    ligelizumab    IgE inhibitor    Chronic inducible urticaria    Immunology,Hepatology and Dermatology    Subcutaneous injection    2021    2025/III,,,,,,
QGE031    ligelizumab    IgE inhibitor    Food allergy    Respiratory and Allergy    Subcutaneous injection    2021    2025/III,,,,,,,
SKO13620,ensovibep,Multispecific DARPin,Coronavirus infection,Established Medicines,Intravenous infusion,Not applicable 2022/II (N/A),
TQJ230,pelacarsen,ASO targeting lipoprotein(a),"Secondary prevention of cardiovascular events in patients with elevated levels of lipoprotein(a)/Cardiovascular, Renal and Metabolism",Subcutaneous injection,2019,2025/III,
UNR844,TBD,Reduction of disulfide bonds,Presbyopia,Ophthalmology,Topical,2019,2024/II
VAY736,ianalumab,BAFF-R inhibitor,Autoimmune hepatitis,"Immunology, Hepatology and Dermatology",Subcutaneous injection,2018,≥2026/II
VDT48221,tislelizumab,Anti-PD-1 monoclonal antibody,"Esophageal cancer, 2nd line",Solid Tumor,Intravenous infusion,N/A,US registration
Drug Name\tDrug\tType\tIndication\tTumor Type\tTreatment\tPhase\tRegistration,,,,,,,
VDT48221\ttislelizumab\tAnti-PD-1 monoclonal antibody\tEsophageal cancer,2nd line\tSolid Tumor\tIntravenous infusion\tN/A\tUS registration,,,,,,
VDT48221\ttislelizumab\tAnti-PD-1 monoclonal antibody\tNon-small cell lung cancer\tSolid Tumor\tIntravenous infusion\tN/A\t2022/III,,,,,,,
VDT48221\ttislelizumab\tAnti-PD-1 monoclonal antibody\tNasopharyngeal carcinoma,1st line\tSolid Tumor\tIntravenous infusion\tN/A\t2022/III,,,,,,
VDT48221\ttislelizumab\tAnti-PD-1 monoclonal antibody\tGastric cancer,1st line\tSolid Tumor\tIntravenous infusion\tN/A\t2023/III,,,,,,
VDT48221\ttislelizumab\tAnti-PD-1 monoclonal antibody\tEsophageal cancer,1st line\tSolid Tumor\tIntravenous infusion\tN/A\t2023/III,,,,,,
VDT48221\ttislelizumab\tAnti-PD-1 monoclonal antibody\tLocalized esophageal cancer\tSolid Tumor\tIntravenous infusion\tN/A\t2023/III,,,,,,,
VDT48221\ttislelizumab\tAnti-PD-1 monoclonal antibody\tHepatocellular carcinoma,1st line\tSolid Tumor\tIntravenous infusion\tN/A\t2023/III,,,,,,
VDT48221\ttislelizumab\tAnti-PD-1 monoclonal antibody\tSmall cell lung cancer,1st line\tSolid Tumor\tIntravenous infusion\tN/A\t2024/III,,,,,,
VDT48221\ttislelizumab\tAnti-PD-1 monoclonal antibody\tBladder urothelial cell carcinoma,1st line\tSolid Tumor\tIntravenous infusion\tN/A\t2024/III,,,,,,
VPM087\tgevokizumab\tIL-1 beta antagonist\tColorectal cancer,1st line\tSolid Tumor\tIntravenous infusion\t2019\t≥2026/I,,,,,,
Xolair\tomalizumab\tIgE inhibitor\tFood allergy\tRespiratory and Allergy\tSubcutaneous injection\t2019\t2023/III,,,,,,,
