,2021,2021,2021,2020,2020,2020
,IFRS,,Free,IFRS,,Free
(USD millions) Net cash flows from operating activities from,cash flow,Adjustments,cash flow,cash flow,Adjustments,cashflow
continuing operations,15 071,,15 071,13 650,,13 650
Net cash flows from/used in investing activities from continuing operations1.2 Net cash flows used in investing activities from,4 208,-5 997,-1789,- 13 055,11 096,-1959
discontinued operations Net cash flows from/used in investing activities,,,,-127,127,0
,4208,-5 997,-1789,-13 182,11223,-1959
Net cash flows used in financing activities from continuing operations 4 Net cash flows used in financing activities from,- 16 264,16 264,0,- 2 158,2158,0
discontinued operations 3,,,,-50,50,0
,,,,,2208,
Net cash flows used in financing activities,,,,,,
,,16264,0,,,0
,- 16 264,,,-2208,,
Free cash flow,,,,,,11691
,,,13282,,,
