Award vehicle,"Performance share units (PSUs)are granted at the beginning of the three-year performance cycle and vest atthe endof the cycle to the extent that performance conditions have been met.At the time of vesting,they are converted into Novartis shares.","Performance share units (PSUs)are granted at the beginning of the three-year performance cycle and vest atthe endof the cycle to the extent that performance conditions have been met.At the time of vesting,they are converted into Novartis shares.","Performance share units (PSUs)are granted at the beginning of the three-year performance cycle and vest atthe endof the cycle to the extent that performance conditions have been met.At the time of vesting,they are converted into Novartis shares.","Performance share units (PSUs)are granted at the beginning of the three-year performance cycle and vest atthe endof the cycle to the extent that performance conditions have been met.At the time of vesting,they are converted into Novartis shares.","Performance share units (PSUs)are granted at the beginning of the three-year performance cycle and vest atthe endof the cycle to the extent that performance conditions have been met.At the time of vesting,they are converted into Novartis shares.","Performance share units (PSUs)are granted at the beginning of the three-year performance cycle and vest atthe endof the cycle to the extent that performance conditions have been met.At the time of vesting,they are converted into Novartis shares.","Performance share units (PSUs)are granted at the beginning of the three-year performance cycle and vest atthe endof the cycle to the extent that performance conditions have been met.At the time of vesting,they are converted into Novartis shares.","Performance share units (PSUs)are granted at the beginning of the three-year performance cycle and vest atthe endof the cycle to the extent that performance conditions have been met.At the time of vesting,they are converted into Novartis shares.",
Grant formula,"PSUs carry dividend equivalents that are paid in shares at the end of the cycle. Atthe start of the performance cycle,PSUs are granted under the Long-Term Incentive plan,as follows:","PSUs carry dividend equivalents that are paid in shares at the end of the cycle. Atthe start of the performance cycle,PSUs are granted under the Long-Term Incentive plan,as follows:","PSUs carry dividend equivalents that are paid in shares at the end of the cycle. Atthe start of the performance cycle,PSUs are granted under the Long-Term Incentive plan,as follows:","PSUs carry dividend equivalents that are paid in shares at the end of the cycle. Atthe start of the performance cycle,PSUs are granted under the Long-Term Incentive plan,as follows:","PSUs carry dividend equivalents that are paid in shares at the end of the cycle. Atthe start of the performance cycle,PSUs are granted under the Long-Term Incentive plan,as follows:","PSUs carry dividend equivalents that are paid in shares at the end of the cycle. Atthe start of the performance cycle,PSUs are granted under the Long-Term Incentive plan,as follows:","PSUs carry dividend equivalents that are paid in shares at the end of the cycle. Atthe start of the performance cycle,PSUs are granted under the Long-Term Incentive plan,as follows:","PSUs carry dividend equivalents that are paid in shares at the end of the cycle. Atthe start of the performance cycle,PSUs are granted under the Long-Term Incentive plan,as follows:",
,Step 1,Annual base salary,X,Target incentive %,=,=,Grant value,,
,Step 2 ·CEO:325% of annual base salary,Grant value,1,,Share price,=,=,Target number of PSUs,
Target opportunity Performancemeasures,·Other Executive Committee members: between 180% and 260% of annual base salary ·Net sales CAGR,·Other Executive Committee members: between 180% and 260% of annual base salary ·Net sales CAGR,·Other Executive Committee members: between 180% and 260% of annual base salary ·Net sales CAGR,·Other Executive Committee members: between 180% and 260% of annual base salary ·Net sales CAGR,·Other Executive Committee members: between 180% and 260% of annual base salary ·Net sales CAGR,·Other Executive Committee members: between 180% and 260% of annual base salary ·Net sales CAGR,·Other Executive Committee members: between 180% and 260% of annual base salary ·Net sales CAGR,·Other Executive Committee members: between 180% and 260% of annual base salary ·Net sales CAGR,
Target setting,·Core operating income CAGR · Innovation metrics ·Relative TSR Financial targets: Targets for net sales CAGR and core operating income CAGR are set based on the,·Core operating income CAGR · Innovation metrics ·Relative TSR Financial targets: Targets for net sales CAGR and core operating income CAGR are set based on the,·Core operating income CAGR · Innovation metrics ·Relative TSR Financial targets: Targets for net sales CAGR and core operating income CAGR are set based on the,·Core operating income CAGR · Innovation metrics ·Relative TSR Financial targets: Targets for net sales CAGR and core operating income CAGR are set based on the,·Core operating income CAGR · Innovation metrics ·Relative TSR Financial targets: Targets for net sales CAGR and core operating income CAGR are set based on the,·Core operating income CAGR · Innovation metrics ·Relative TSR Financial targets: Targets for net sales CAGR and core operating income CAGR are set based on the,·Core operating income CAGR · Innovation metrics ·Relative TSR Financial targets: Targets for net sales CAGR and core operating income CAGR are set based on the,·Core operating income CAGR · Innovation metrics ·Relative TSR Financial targets: Targets for net sales CAGR and core operating income CAGR are set based on the,
Payout range,"strategic plan of the Company. Innovation: Global Drug Development (GDD) targets are based on targeted filings communicated at the start of each performance cycle.The Science& Technology Commitee determines the most important Novartis Institutes for BioMedical Research (NiBR) milestones. Financial targets: When assessing performance,achievements for threshold,target and maximum payout are","strategic plan of the Company. Innovation: Global Drug Development (GDD) targets are based on targeted filings communicated at the start of each performance cycle.The Science& Technology Commitee determines the most important Novartis Institutes for BioMedical Research (NiBR) milestones. Financial targets: When assessing performance,achievements for threshold,target and maximum payout are","strategic plan of the Company. Innovation: Global Drug Development (GDD) targets are based on targeted filings communicated at the start of each performance cycle.The Science& Technology Commitee determines the most important Novartis Institutes for BioMedical Research (NiBR) milestones. Financial targets: When assessing performance,achievements for threshold,target and maximum payout are","strategic plan of the Company. Innovation: Global Drug Development (GDD) targets are based on targeted filings communicated at the start of each performance cycle.The Science& Technology Commitee determines the most important Novartis Institutes for BioMedical Research (NiBR) milestones. Financial targets: When assessing performance,achievements for threshold,target and maximum payout are","strategic plan of the Company. Innovation: Global Drug Development (GDD) targets are based on targeted filings communicated at the start of each performance cycle.The Science& Technology Commitee determines the most important Novartis Institutes for BioMedical Research (NiBR) milestones. Financial targets: When assessing performance,achievements for threshold,target and maximum payout are","strategic plan of the Company. Innovation: Global Drug Development (GDD) targets are based on targeted filings communicated at the start of each performance cycle.The Science& Technology Commitee determines the most important Novartis Institutes for BioMedical Research (NiBR) milestones. Financial targets: When assessing performance,achievements for threshold,target and maximum payout are","strategic plan of the Company. Innovation: Global Drug Development (GDD) targets are based on targeted filings communicated at the start of each performance cycle.The Science& Technology Commitee determines the most important Novartis Institutes for BioMedical Research (NiBR) milestones. Financial targets: When assessing performance,achievements for threshold,target and maximum payout are","strategic plan of the Company. Innovation: Global Drug Development (GDD) targets are based on targeted filings communicated at the start of each performance cycle.The Science& Technology Commitee determines the most important Novartis Institutes for BioMedical Research (NiBR) milestones. Financial targets: When assessing performance,achievements for threshold,target and maximum payout are",
,"against target. Innovation: At the end of the cycle,the Compensation Committee determines the payout factor in the range of 0-150% based on the performance assessment made by the Science & Technology Commitee.A payout between 15O-2oo% of target is only delivered for truly exceptional performance. Relative TSR: Performance on TSR is assessed relative to a global healthcare peer group,as outlined below. As disclosed in the 2018 Compensation Report,the share value for the 2019-2O21 cycle is determined by using the one-day pricing approach for the startof the performance cycle and the three-month averaging method at the end of the cycle.(From cycles 2O2O-2022 onwards,a three-month averaging method willbe used for both the startand the end of the cycle.) Companies are then ranked in order of highest to lowest TSR in USD. Novartis position Payout range in the peer group (% of target)","against target. Innovation: At the end of the cycle,the Compensation Committee determines the payout factor in the range of 0-150% based on the performance assessment made by the Science & Technology Commitee.A payout between 15O-2oo% of target is only delivered for truly exceptional performance. Relative TSR: Performance on TSR is assessed relative to a global healthcare peer group,as outlined below. As disclosed in the 2018 Compensation Report,the share value for the 2019-2O21 cycle is determined by using the one-day pricing approach for the startof the performance cycle and the three-month averaging method at the end of the cycle.(From cycles 2O2O-2022 onwards,a three-month averaging method willbe used for both the startand the end of the cycle.) Companies are then ranked in order of highest to lowest TSR in USD. Novartis position Payout range in the peer group (% of target)","against target. Innovation: At the end of the cycle,the Compensation Committee determines the payout factor in the range of 0-150% based on the performance assessment made by the Science & Technology Commitee.A payout between 15O-2oo% of target is only delivered for truly exceptional performance. Relative TSR: Performance on TSR is assessed relative to a global healthcare peer group,as outlined below. As disclosed in the 2018 Compensation Report,the share value for the 2019-2O21 cycle is determined by using the one-day pricing approach for the startof the performance cycle and the three-month averaging method at the end of the cycle.(From cycles 2O2O-2022 onwards,a three-month averaging method willbe used for both the startand the end of the cycle.) Companies are then ranked in order of highest to lowest TSR in USD. Novartis position Payout range in the peer group (% of target)","against target. Innovation: At the end of the cycle,the Compensation Committee determines the payout factor in the range of 0-150% based on the performance assessment made by the Science & Technology Commitee.A payout between 15O-2oo% of target is only delivered for truly exceptional performance. Relative TSR: Performance on TSR is assessed relative to a global healthcare peer group,as outlined below. As disclosed in the 2018 Compensation Report,the share value for the 2019-2O21 cycle is determined by using the one-day pricing approach for the startof the performance cycle and the three-month averaging method at the end of the cycle.(From cycles 2O2O-2022 onwards,a three-month averaging method willbe used for both the startand the end of the cycle.) Companies are then ranked in order of highest to lowest TSR in USD. Novartis position Payout range in the peer group (% of target)","against target. Innovation: At the end of the cycle,the Compensation Committee determines the payout factor in the range of 0-150% based on the performance assessment made by the Science & Technology Commitee.A payout between 15O-2oo% of target is only delivered for truly exceptional performance. Relative TSR: Performance on TSR is assessed relative to a global healthcare peer group,as outlined below. As disclosed in the 2018 Compensation Report,the share value for the 2019-2O21 cycle is determined by using the one-day pricing approach for the startof the performance cycle and the three-month averaging method at the end of the cycle.(From cycles 2O2O-2022 onwards,a three-month averaging method willbe used for both the startand the end of the cycle.) Companies are then ranked in order of highest to lowest TSR in USD. Novartis position Payout range in the peer group (% of target)","against target. Innovation: At the end of the cycle,the Compensation Committee determines the payout factor in the range of 0-150% based on the performance assessment made by the Science & Technology Commitee.A payout between 15O-2oo% of target is only delivered for truly exceptional performance. Relative TSR: Performance on TSR is assessed relative to a global healthcare peer group,as outlined below. As disclosed in the 2018 Compensation Report,the share value for the 2019-2O21 cycle is determined by using the one-day pricing approach for the startof the performance cycle and the three-month averaging method at the end of the cycle.(From cycles 2O2O-2022 onwards,a three-month averaging method willbe used for both the startand the end of the cycle.) Companies are then ranked in order of highest to lowest TSR in USD. Novartis position Payout range in the peer group (% of target)","against target. Innovation: At the end of the cycle,the Compensation Committee determines the payout factor in the range of 0-150% based on the performance assessment made by the Science & Technology Commitee.A payout between 15O-2oo% of target is only delivered for truly exceptional performance. Relative TSR: Performance on TSR is assessed relative to a global healthcare peer group,as outlined below. As disclosed in the 2018 Compensation Report,the share value for the 2019-2O21 cycle is determined by using the one-day pricing approach for the startof the performance cycle and the three-month averaging method at the end of the cycle.(From cycles 2O2O-2022 onwards,a three-month averaging method willbe used for both the startand the end of the cycle.) Companies are then ranked in order of highest to lowest TSR in USD. Novartis position Payout range in the peer group (% of target)","against target. Innovation: At the end of the cycle,the Compensation Committee determines the payout factor in the range of 0-150% based on the performance assessment made by the Science & Technology Commitee.A payout between 15O-2oo% of target is only delivered for truly exceptional performance. Relative TSR: Performance on TSR is assessed relative to a global healthcare peer group,as outlined below. As disclosed in the 2018 Compensation Report,the share value for the 2019-2O21 cycle is determined by using the one-day pricing approach for the startof the performance cycle and the three-month averaging method at the end of the cycle.(From cycles 2O2O-2022 onwards,a three-month averaging method willbe used for both the startand the end of the cycle.) Companies are then ranked in order of highest to lowest TSR in USD. Novartis position Payout range in the peer group (% of target)",
,Global healthcare peer group AstraZeneca,Global healthcare peer group AstraZeneca,Global healthcare peer group AstraZeneca,Global healthcare peer group AstraZeneca,Global healthcare peer group AstraZeneca,Global healthcare peer group AstraZeneca,Global healthcare peer group AstraZeneca,Global healthcare peer group AstraZeneca,
,Abbvie Amgen,Abbvie Amgen,Abbvie Amgen,Abbvie Amgen,Position 1-2,Position 1-2,170%-200%,,
Biogen,Bristol-Myers Squibb,,Eli Lilly & Co Johnson & Johnson,Eli Lilly & Co Johnson & Johnson,Position 3-5,,130%- 160%,,
,GlaxoSmithKline,Gilead Sciences,Pfizer,Pfizer,Position 6-8 Position 9 -15,,,80%- 120% 0%,
Novo Nordisk Roche,,Merck & Co. Sanofi,,,,,,,
"The Compensation Committee may use its discretion on each metric,including deciding on the payout within theranges whereappropriate.In doing so,it takes into consideration factorssuch asthe underlying assumptions of the targets set at the beginning of the cycle,overall economic conditions,currency",fluctuations and other unforeseeable situations.,fluctuations and other unforeseeable situations.,fluctuations and other unforeseeable situations.,fluctuations and other unforeseeable situations.,fluctuations and other unforeseeable situations.,fluctuations and other unforeseeable situations.,fluctuations and other unforeseeable situations.,fluctuations and other unforeseeable situations.,
Payout formula,Target number of Performance factor X PSUs,Target number of Performance factor X PSUs,Target number of Performance factor X PSUs,Target number of Performance factor X PSUs,Target number of Performance factor X PSUs,Target number of Performance factor X PSUs,Target number of Performance factor X PSUs,Target number of Performance factor X PSUs,Target number of Performance factor X PSUs
