(USD millons unless indicated otherwise),,,,Change in Change constant currencies %
(USD millons unless indicated otherwise),"Year ended Dec 31,2021","Year ended Dec 31,2020",in USD %,Change in Change constant currencies %
Core operating income from continuing operations,16588,15416,8,6
Core income from associated companies,993,1097,-9,-9
Core interest expense,-811,-869,7,6
Core other financial income and expense,-41,-83,51,39
Core income before taxes from continuing operations,16729,15561,8,6
Core income taxes,-2635,-2403,-10,-8
Core net income,14094,13158,7,5
Core basic earnings per share (USD),6.29,5.78,9,7
