ELEMENTOFCOMPENSATION POLICY,,
Level,The overall package should be market-competitive to enable the recruitment of global executive talent withdeep expertise and competencies.,
Annual base salary,"The Compensation Commitee may appoint individuals who are new to a role on an annual base salarythat is below themarket level,withaviewto increase this toward market level overaperiodofthree to fouryears as an individual develops in the role.This prudent approach ensures pay levels are merit-based,with increases dependent on strongperformance and proven ability in the role over a sustained period.",
,"The Compensation Commitee may appoint individuals who are new to a role on an annual base salarythat is below themarket level,withaviewto increase this toward market level overaperiodofthree to fouryears as an individual develops in the role.This prudent approach ensures pay levels are merit-based,with increases dependent on strongperformance and proven ability in the role over a sustained period.",
Incentives,"The compensation package will normally include the key compensation elements and incentiveopportunities in line with those offered to current Executive Committee members.In exceptional circumstances,higher Long-Term Incentive opportunities than those ofered to currentExecutive Committee members may be provided at the Compensation Committee's discretion.Performance measures may include business-specific measures tailored to the specific role.",
,"The compensation package will normally include the key compensation elements and incentiveopportunities in line with those offered to current Executive Committee members.In exceptional circumstances,higher Long-Term Incentive opportunities than those ofered to currentExecutive Committee members may be provided at the Compensation Committee's discretion.Performance measures may include business-specific measures tailored to the specific role.",
Pension and other benefits,Newly appointed Executive Committee members are eligible for the local country pension plan and otherbenefits in line with the wider employee group.,
Buyouts,"The Compensation Committe seeks to balance the need to offer competitive compensation opportunitiesto acquire the talent required by the business with the principle of maintaining a strong focus on pay forperformance.As such,when an individual forfeits variable compensation as aresult of an appointment at Novartis,theCompensation Committee may offer replacement awards in such form as the Compensation Commiteeconsiders appropriate,taking into account relevant factors.Relevant factors include the replacement vehicle(i.e. cash,restricted share units,restricted shares orperformance share units),whether the award is contingent on meeting performance conditions or not,theexpected value of the forfeited award,the timing offorfeiture(ie.,Novartis mirors the blocking or vestingperiod of the forfeited award) and the leaver conditions,in case the recruited individual leaves Novartisprior to the end of the blocking or vesting period.The Compensation Commitee willseek to pay no more than is required to match the commercial value orfair value of payments and awards forfeited by the individual.",
,"The Compensation Committe seeks to balance the need to offer competitive compensation opportunitiesto acquire the talent required by the business with the principle of maintaining a strong focus on pay forperformance.As such,when an individual forfeits variable compensation as aresult of an appointment at Novartis,theCompensation Committee may offer replacement awards in such form as the Compensation Commiteeconsiders appropriate,taking into account relevant factors.Relevant factors include the replacement vehicle(i.e. cash,restricted share units,restricted shares orperformance share units),whether the award is contingent on meeting performance conditions or not,theexpected value of the forfeited award,the timing offorfeiture(ie.,Novartis mirors the blocking or vestingperiod of the forfeited award) and the leaver conditions,in case the recruited individual leaves Novartisprior to the end of the blocking or vesting period.The Compensation Commitee willseek to pay no more than is required to match the commercial value orfair value of payments and awards forfeited by the individual.",
,"The Compensation Committe seeks to balance the need to offer competitive compensation opportunitiesto acquire the talent required by the business with the principle of maintaining a strong focus on pay forperformance.As such,when an individual forfeits variable compensation as aresult of an appointment at Novartis,theCompensation Committee may offer replacement awards in such form as the Compensation Commiteeconsiders appropriate,taking into account relevant factors.Relevant factors include the replacement vehicle(i.e. cash,restricted share units,restricted shares orperformance share units),whether the award is contingent on meeting performance conditions or not,theexpected value of the forfeited award,the timing offorfeiture(ie.,Novartis mirors the blocking or vestingperiod of the forfeited award) and the leaver conditions,in case the recruited individual leaves Novartisprior to the end of the blocking or vesting period.The Compensation Commitee willseek to pay no more than is required to match the commercial value orfair value of payments and awards forfeited by the individual.",
,"The Compensation Committe seeks to balance the need to offer competitive compensation opportunitiesto acquire the talent required by the business with the principle of maintaining a strong focus on pay forperformance.As such,when an individual forfeits variable compensation as aresult of an appointment at Novartis,theCompensation Committee may offer replacement awards in such form as the Compensation Commiteeconsiders appropriate,taking into account relevant factors.Relevant factors include the replacement vehicle(i.e. cash,restricted share units,restricted shares orperformance share units),whether the award is contingent on meeting performance conditions or not,theexpected value of the forfeited award,the timing offorfeiture(ie.,Novartis mirors the blocking or vestingperiod of the forfeited award) and the leaver conditions,in case the recruited individual leaves Novartisprior to the end of the blocking or vesting period.The Compensation Commitee willseek to pay no more than is required to match the commercial value orfair value of payments and awards forfeited by the individual.",
,"The Compensation Committe seeks to balance the need to offer competitive compensation opportunitiesto acquire the talent required by the business with the principle of maintaining a strong focus on pay forperformance.As such,when an individual forfeits variable compensation as aresult of an appointment at Novartis,theCompensation Committee may offer replacement awards in such form as the Compensation Commiteeconsiders appropriate,taking into account relevant factors.Relevant factors include the replacement vehicle(i.e. cash,restricted share units,restricted shares orperformance share units),whether the award is contingent on meeting performance conditions or not,theexpected value of the forfeited award,the timing offorfeiture(ie.,Novartis mirors the blocking or vestingperiod of the forfeited award) and the leaver conditions,in case the recruited individual leaves Novartisprior to the end of the blocking or vesting period.The Compensation Commitee willseek to pay no more than is required to match the commercial value orfair value of payments and awards forfeited by the individual.",
,"The Compensation Committe seeks to balance the need to offer competitive compensation opportunitiesto acquire the talent required by the business with the principle of maintaining a strong focus on pay forperformance.As such,when an individual forfeits variable compensation as aresult of an appointment at Novartis,theCompensation Committee may offer replacement awards in such form as the Compensation Commiteeconsiders appropriate,taking into account relevant factors.Relevant factors include the replacement vehicle(i.e. cash,restricted share units,restricted shares orperformance share units),whether the award is contingent on meeting performance conditions or not,theexpected value of the forfeited award,the timing offorfeiture(ie.,Novartis mirors the blocking or vestingperiod of the forfeited award) and the leaver conditions,in case the recruited individual leaves Novartisprior to the end of the blocking or vesting period.The Compensation Commitee willseek to pay no more than is required to match the commercial value orfair value of payments and awards forfeited by the individual.",performar
,"The Compensation Committe seeks to balance the need to offer competitive compensation opportunitiesto acquire the talent required by the business with the principle of maintaining a strong focus on pay forperformance.As such,when an individual forfeits variable compensation as aresult of an appointment at Novartis,theCompensation Committee may offer replacement awards in such form as the Compensation Commiteeconsiders appropriate,taking into account relevant factors.Relevant factors include the replacement vehicle(i.e. cash,restricted share units,restricted shares orperformance share units),whether the award is contingent on meeting performance conditions or not,theexpected value of the forfeited award,the timing offorfeiture(ie.,Novartis mirors the blocking or vestingperiod of the forfeited award) and the leaver conditions,in case the recruited individual leaves Novartisprior to the end of the blocking or vesting period.The Compensation Commitee willseek to pay no more than is required to match the commercial value orfair value of payments and awards forfeited by the individual.",
