Other comprehensive income,46,- 2 539,- 2 493,- 4,- 2 497
tsv,,,,,
Note,Share capital,Treasury shares,Retained earnings,Total value adjustments,"Equity attributable to Novartis shareholders,Non-controlling interests,Total equity"
"Total equity at December 31, 2018, as previously reported",944,-69,82 191,-4 452,"78 614,78,78 692"
Impact of change in accounting policies,3,3,,,
"Restated equity at January 1, 2019",944,-69,82 194,-4 452,"78 617,78,78 695"
Net income,11 732,11 732,5,11 737,
Other comprehensive income,8,-94,-113,-207,"-3,-210"
Total comprehensive income,11 638,-113,11 525,2,11 527
Dividends,18.1,-6 645,,,
Dividend in kind to effect the spin-off of Alcon Inc.,2,-23 434,-23 434,,
Purchase of treasury shares,18.2,-31,-5 480,-5 511,
Reduction of share capital,18,-8,12,-4,
Exercise of options and employee transactions,18.2,3,207,210,
Equity-based compensation,18.2,5,828,833,
Shares delivered to Alcon employees as a result of the Alcon spin-off,18.2,18,,,
Taxes on treasury share transactions,,,,,
Exercise of options and employee transactions    18.2    3    207    210    210,,,,,
Equity-based compensation    18.2    5    828    833    833,,,,,
Shares delivered to Alcon employees as a result of the Alcon spin-off    18.2    18    18    18    18,,,,,
Taxes on treasury share transactions    18.2    -189    -189    -189    -189,,,,,
Decrease of treasury share repurchase obligation under a share buyback trading plan    18.3    284    284    284    284,,,,,
Transaction costs,net of taxes    18.8    -253    -253    -253    -253,,,,
Fair value adjustments on financial assets sold    8    95    95    95    95,,,,,
Impact of change in ownership of consolidated entities    18.5    -3    -3    -3    -5,,,,,
Changes in non-controlling interests    18.6    -1    -1    -1    -1,,,,,
Fair value adjustments related to divestments    8    -3    3    3    3,,,,,
Other movements    18.7    22    22    22    22,,,,,
Total of other equity movements    -8    -11    -34 557    -92    -34 668,,,,,
Total equity at December 31,2019    936    -80    59 275    55 474    77    55 551,,,,
Net income    8 072    8 072    8 072    8 071    -1    8 071,,,,,
Other comprehensive income    8    -56    3 387    3 331    -1    3 330,,,,,
Total comprehensive income    8 016    3 337    11 403    11 401    -2    11 401,,,,,
Dividends    18.1    -6 987    -6 987    -6 987    -6 987,,,,,
Purchase of treasury shares    18.2    -18    -3 038    -3 056    -3 056,,,,,
Reduction of share capital    18    -23    31    -8    -8,,,,,
Exercise of options and employee transactions    18.2    8    798    806    806,,,,,
Dividends\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t,,,,,
Total comprehensive income,24 067,- 2 539,21 528,- 7,21 521
Dividends,18.1,- 7 368,- 7 368,- 7 368,- 7 368
Purchase of treasury shares,18.2,- 18,- 2 902,- 2 920,- 2 920
Reduction of share capital,18,- 12,18,- 6,-
Exercise of options and employee transactions,18.2,0,39,39,39
Equity-based compensation,18.2,5,740,745,745
Shares delivered to Alcon employees as a result of the Alcon spin-off,18.2,0,17,17,17
Taxes on treasury share transactions,1,1,1,1,1
Increase of treasury share repurchase obligation under a share buyback trading plan,18.3,- 1 040,- 1 040,- 1 040,- 1 040
"Transaction costs, net of taxes",18.8,12,12,12,12
Changes in non-controlling interests,18.6,- 1,- 1,- 1,-
Fair value adjustments on financial assets sold,8,164,- 164,- 164,-
Fair value adjustments related to divestments,8,65,- 65,- 65,-
Impact of change in ownership of consolidated entities,18.5,- 5,0,- 5,107
Other movements,18.7,48,48,48,48
Total of other equity movements,- 12,5,- 10 235,- 229,- 10 471
"Total equity at December 31, 2021",901,- 48,70 989,- 4 187,67 655
