10.24,"Second Amended and Restated Credit Agreement, dated December 12, 2019,among Amgen Inc., the Banks therein named, Citibank, N.A., as administrative agent, and JPMorgan Chase Bank, N.A., as syndication agent. (Filed as an exhibit to Form 8-K on December 12, 2019 and incorporated herein by reference.)"
10.25,"Collaboration and License Agreement between Amgen Inc. and Celltech R&D Limited dated May 10, 2002 (portions of the exhibit have been omited pursuant to a request for confidential treatment) and Amendment No.1,effective June 9, 2003, to Collaboration and License Agreement between Amgen Inc. and Celltech R&D Limited (portions of the exhibit have been omited pursuant to a request for confidential treatment). (Filed as an exhibit to Form 10-K/A for the year ended December 31,2012 on July 31,2013 and"
10.26,"incorporated herein by reference.) Amendment No. 2 to Collaboration and License Agreement, effective November 14, 2016, between Amgen Inc. and Celltech R&D Limited (portions of the exhibit have been omitted pursuant to a request for"
,"confidential treatment). (Filed as an exhibit to Form 10-K for the year ended December 31, 2016 on February 14,2017 and incorporated herein by reference.)"
10.27,"Letter Agreement, dated June 25, 2019, by and between Amgen Inc.and UCB Celtech (portions of the exhibit have been omitted because they are both (i) not material and (ii) would be competitively harmful if publicly disclosed). (Filed as an exhibit to Form 10-Q for the quarter ended June 30,2019 on July 31, 2019 and incorporated herein by reference.)"
10.28,"Collaboration Agreement, dated April 22, 1994.by and between Bayer Corporation (formerly Miles, Inc.) and Onyx Pharmaceuticals, Inc. (Filed as an exhibit to Form 10-Q for the quarter ended March 31, 2011 by"
10.29,"Onyx Pharmaceuticals, Inc.on May 10, 2011 and incorporated herein by reference.) Amendment to Collaboration Agreement, dated April 24,1996,by and between Bayer Corporation and OnyX Pharmaceuticals,Inc. (Filed as an exhibit to Form 10-Q for the quarter ended March 31,2006 by Onyx"
10.30,"Pharmaceuticals, Inc. on May 10,2006 and incorporated herein by reference.) Amendment to Collaboration Agreement, dated February 1, 1999,by and between Bayer Corporation and Onyx Pharmaceuticals,Inc. (Filed as an exhibit to Form 10-Q for the quarter ended March 31, 2006 by Onyx"
10.31,"Pharmaceuticals, Inc. on May 10, 20o6 and incorporated herein by reference.) Settlement Agreement and Release, dated October 11, 2011,by and between Bayer Corporation, Bayer AG, Bayer HealthCare LLC and Bayer Pharma AG and Onyx Pharmaceuticals, Inc. (Filed as an exhibit to Form"
,"10-K for the year ended December 31,2011 by Onyx Pharmaceuticals, Inc.on February 27,2012 and incorporated herein by reference.) Fourth Amendment to Collaboration Agreement, dated October 11, 2011,by and between Bayer Corporation"
,"and Onyx Pharmaceuticals, Inc. (Filed as an exhibit to Form 10-K for the year ended December 31, 2011 by Onyx Pharmaceuticals, Inc. on February 27, 2012 and incorporated herein by reference.) Side Letter Regarding Collaboration Agreement, dated May 29, 2015.by and between Bayer HealthCare"
,"LLC and Onyx Pharmaceuticals, Inc. (Filed as an exhibit to Form 10-Q for the quarter ended June 30, 2015 on August 5,2015 and incorporated herein by reference.) Side Letter Regarding Colaboration Agreement and Stivarga Agreement, dated February 13, 2020, by and"
,"between Onyx Pharmaceuticals, Inc. and Bayer HealthCare LLC. (Filed as an exhibit to Form 10-Q for the quarter ended March 31, 2020 on May 1, 2020 and incorporated herein by reference.) Sourcing and Supply Agreement, dated January 6, 2017, by and between Amgen USA Inc., a wholly owned"
10.35,"subsidiary of Amgen Inc.,and DaVita Inc. (portions of the exhibit have been omited pursuant to a request for confidential treatment). (Filed as an exhibit to Form 10-Q for the quarter ended March 31,2017 on April 27,2017 and incorporated herein by reference.)"
10.36,"Exclusive License and Collaboration Agreement, dated August 28, 2015,by and between Amgen Inc. and"
,Novartis_ Pharma_AG (portions of the exhibit have been omited pursuant to a request for confidential
,"treatment). (Filed as an exhibit to Form 10-Q for thequarter ended June 30,2017 on July 26,2017 and"
,incorporated herein by reference.)
10.37,
,"Amendment No. 1 to the Exclusive_License and Collaboration Agreement, dated April 21, 2017, by and"
,between Amgen Inc. and Novartis Pharma AG (portions of the exhibit have been omited pursuant to a
,"request for confidential treatment). (Filed as an exhibit to Form 10-Q for the quarter ended June 30,2017 on"
,"July 26,2017 and incorporated herein by reference.)"
10.38,
,"Amendment No. 2 to the Exclusive_License_and Collaboration Agreement, dated April 21, 2017,by and"
,between Amgen Inc.and Novartis Pharma AG (portions of the exhibit have been omited pursuant to a
