"December 31,2020",Derivative assets,Derivative assets,Derivative liabilities,Derivative liabilities
"December 31,2020",Consolidated Balance Sheets locations,Fair values,Consolidated Balance Sheets locations,Fair values
Derivatives designated as hedging instruments:,,,,
Foreign currency contracts,Other current assets/,$,Accrued liabilities/ Other noncurrent,
Foreign currency contracts,Other assets,28,liabilities,237 $
,Other current assets/,,Accrued liabilities/ Other noncurrent,
Cross-currency swap contracts,Other assets,255,liabilities Accrued liabilities/,318
Interest rate swap contracts,Other current assets/ Other assets,66,Other noncurrent liabilities,15
Total derivatives designated as hedging,,349,,
instruments Derivatives not designated as hedging instruments:,,,,570
Foreign currency contracts,Other current assets,,Accrued liabilities,
Total derivatives not designated as hedging,,,,
instruments Total derivatives,,$ 349,,$ 570
"December 31, 2019 Derivatives designated as hedging instruments:",Derivative assets,,Derivative liabilities,
"December 31, 2019 Derivatives designated as hedging instruments:",Consolidated Balance Sheets locations,Fair values,Consolidated Balance Sheets locations,Fair values
"December 31, 2019 Derivatives designated as hedging instruments:",,,,
,Other current assets/,,Accrued liabilities/ Other noncurrent,
Foreign currency contracts,Other assets,$ 223,liabilities Accrued liabilities/,$ 31
Cross-currency swap contracts,Other current assets/ Other assets,66,Other noncurrent liabilities Accrued liabilities/,315
Interest rate swap contracts,Other current assets/ Other assets,259,Other noncurrent liabilities,
Total derivatives designated as hedging instruments,,548,,346
Derivatives not designated as hedging instruments:,,,,
Foreign currency contracts,Other current assets,,1Accrued liabilities,
Total derivatives not designated as hedging,,,,
instruments,,1,,
Total derivatives,,$ 549,,$ 346
