"Year ended December 31, 2020",,Product sales,"Interest and other income, net","Interest (expense), net"
Total amounts recorded in income and (expense) line items presented in the Consolidated Statements of Income,,"$ 24,240",256,"(1,262)"
The effects of cash flow and fair value hedging:,,,,
Gains on cash flow hedging relationships reclassified out of AOCI:,,,,
Foreign currency contracts,,,178,
Cross-currency swap contracts,,,,323
Gains (losses) on fair value hedging relationships—interest rate swap agreements:,,,,
"Hedged items,Derivatives designated as hedging instruments",,,,315 (204)
"Year ended December 31, 2019",,Product sales,"Interest and other income, net","Interest (expense), net"
Total amounts recorded in income and (expense) line items presented in the Consolidated Statements of Income,,"$ 22,204",753,"(1,289)"
The effects of cash flow and fair value hedging:,,,,
Gains on cash flow hedging relationships reclassified out of AOCI:,,,,
Foreign currency contracts,$ 101,,101,
Cross-currency swap contracts,,,,110
(Losses) gains on fair value hedging relationships—interest rate swap agreements:,,,,
"Hedged items,Derivatives designated as hedging instruments",$ 352,,,(42)
"Year ended December 31, 2018",,Product sales,"Interest and other income (expense), net","Interest (expense), net"
Total amounts recorded in income and (expense) line items presented in the Consolidated Statements of Income,,"$ 22,533",674,"(1,392)"
The effects of cash flow and fair value hedging:,,,,
(Losses) on cash flow hedging relationships reclassified out of AOCI:,,,,
Foreign currency contracts,$ (21),1,-21,1
Cross-currency swap contracts,,,,
(Losses) gains on fair value hedging relationships—interest rate swap agreements:,,,,(241)
"Hedged items,Derivatives designated as hedging instruments",$ 352,,,0
