,"Year endedDecember31,2020 Interest and","Year endedDecember31,2020 Interest and","Year endedDecember31,2020 Interest and","Year endedDecember31,2020 Interest and","Year endedDecember31,2020 Interest and",
,Product sales,Product sales,"other income, net","other income, net","Interest (expense), net","Interest (expense), net"
Total amounts recorded in income and (expense) line items presented in the Consolidated Statements of Income,,"$ 24,240 $",,,"256 $ (1,262)",
The effects of cash flow and fair value hedging:,The effects of cash flow and fair value hedging:,The effects of cash flow and fair value hedging:,The effects of cash flow and fair value hedging:,The effects of cash flow and fair value hedging:,The effects of cash flow and fair value hedging:,The effects of cash flow and fair value hedging:
Gains on cash flow hedging relationships reclassified out of AOCI:,Gains on cash flow hedging relationships reclassified out of AOCI:,Gains on cash flow hedging relationships reclassified out of AOCI:,Gains on cash flow hedging relationships reclassified out of AOCI:,Gains on cash flow hedging relationships reclassified out of AOCI:,Gains on cash flow hedging relationships reclassified out of AOCI:,Gains on cash flow hedging relationships reclassified out of AOCI:
Foreign currency contracts,$,,178 $,,$,
Cross-currency swap contracts,$,,$,,323$,
Gains (losses) on fair value hedging relationships-interest rate swap agreements:,Gains (losses) on fair value hedging relationships-interest rate swap agreements:,Gains (losses) on fair value hedging relationships-interest rate swap agreements:,Gains (losses) on fair value hedging relationships-interest rate swap agreements:,Gains (losses) on fair value hedging relationships-interest rate swap agreements:,Gains (losses) on fair value hedging relationships-interest rate swap agreements:,Gains (losses) on fair value hedging relationships-interest rate swap agreements:
Hedged items(1) Derivatives designated as hedging instruments,$ $,,$,,$,315 (204)
Hedged items(1) Derivatives designated as hedging instruments,,,"$ Year ended December 31,2019",,$,315 (204)
Interest and,Interest and,Interest and,Interest and,Interest and,Interest and,Interest and
Total amounts recorded in income and (expense) line items presented in the,,Product sales,,"other income, net","(expense), net",
"Consolidated Statements of Income $ 22,204 $ $753 $ (1,289) The effects of cash flow and fair value hedging:","Consolidated Statements of Income $ 22,204 $ $753 $ (1,289) The effects of cash flow and fair value hedging:","Consolidated Statements of Income $ 22,204 $ $753 $ (1,289) The effects of cash flow and fair value hedging:","Consolidated Statements of Income $ 22,204 $ $753 $ (1,289) The effects of cash flow and fair value hedging:","Consolidated Statements of Income $ 22,204 $ $753 $ (1,289) The effects of cash flow and fair value hedging:","Consolidated Statements of Income $ 22,204 $ $753 $ (1,289) The effects of cash flow and fair value hedging:","Consolidated Statements of Income $ 22,204 $ $753 $ (1,289) The effects of cash flow and fair value hedging:"
Gains on cash flow hedging relationships reclassified out of AOCI: $,Gains on cash flow hedging relationships reclassified out of AOCI: $,Gains on cash flow hedging relationships reclassified out of AOCI: $,Gains on cash flow hedging relationships reclassified out of AOCI: $,Gains on cash flow hedging relationships reclassified out of AOCI: $,Gains on cash flow hedging relationships reclassified out of AOCI: $,Gains on cash flow hedging relationships reclassified out of AOCI: $
Foreign currency contracts $101$,Foreign currency contracts $101$,Foreign currency contracts $101$,Foreign currency contracts $101$,Foreign currency contracts $101$,Foreign currency contracts $101$,Foreign currency contracts $101$
Cross-currency swap contracts,$,$,,,110 $,110 $
(Losses) gains on fair value hedging relationships—interest rate swap agreements:,(Losses) gains on fair value hedging relationships—interest rate swap agreements:,(Losses) gains on fair value hedging relationships—interest rate swap agreements:,(Losses) gains on fair value hedging relationships—interest rate swap agreements:,(Losses) gains on fair value hedging relationships—interest rate swap agreements:,(Losses) gains on fair value hedging relationships—interest rate swap agreements:,(Losses) gains on fair value hedging relationships—interest rate swap agreements:
Hedged items(1) $ $ $,Hedged items(1) $ $ $,Hedged items(1) $ $ $,Hedged items(1) $ $ $,Hedged items(1) $ $ $,Hedged items(1) $ $ $,Hedged items(1) $ $ $
Derivatives designated as hedging instruments $ $,Derivatives designated as hedging instruments $ $,Derivatives designated as hedging instruments $ $,Derivatives designated as hedging instruments $ $,Derivatives designated as hedging instruments $ $,Derivatives designated as hedging instruments $ $,Derivatives designated as hedging instruments $ $
"$ 352 Year ended December 31, 2018","$ 352 Year ended December 31, 2018","$ 352 Year ended December 31, 2018","$ 352 Year ended December 31, 2018","$ 352 Year ended December 31, 2018","$ 352 Year ended December 31, 2018","$ 352 Year ended December 31, 2018"
