Model,Avoiding Rep.,Engage,,FluencyHumannessInquisitiveInteresting,,,,ListeningMake Sense
Human and baselines,,,,,,,,
* Human,$2 . 7 9 \pm 0 . 1 2$,$3 . 0 4 \pm 0 . 1 1$,$3 . 3 6 \pm 0 . 1 2$,$3 . 3 5 \pm 0 . 1 1$,$2 . 4 4 \pm 0 . 1 2$,$2 . 9 2 \pm 0 . 1 1$,$3 . 3 2 \pm 0 . 1 3$,$3 . 6 8 \pm 0 . 1 1$
* Greedy Search,$2 . 0 8 \pm 0 . 1 0$,$2 . 2 4 \pm 0 . 1 1$,$3 . 0 3 \pm 0 . 1 0$,$1 . 7 5 \pm 0 . 1 2$,$1 . 9 5 \pm 0 . 1 0$,$2 . 2 9 \pm 0 . 1 3$,$2 . 6 2 \pm 0 . 1 0$,$3 . 2 3 \pm 0 . 1 0$
* Beam Search (beam size 20),$2 . 0 8 \pm 0 . 1 1$,$2 . 2 9 \pm 0 . 1 1$,$3 . 0 9 \pm 0 . 1 3$,$1 . 7 1 \pm 0 . 1 3$,$2 . 4 2 \pm 0 . 1 1$,$2 . 2 9 \pm 0 . 1 4$,$2 . 4 7 \pm 0 . 1 2$,$3 . 3 5 \pm 0 . 1 3$
Repetition control (WD),,,,,,,,
Extrep bigram WD -0.5,$2 . 6 2 \pm 0 . 1 0$,$2 . 5 4 \pm 0 . 1 2$,$3 . 3 5 \pm 0 . 1 2$,$2 . 1 3 \pm 0 . 1 1$,$2 . 6 3 \pm 0 . 1 1$,$2 . 5 6 \pm 0 . 1 1$,$2 . 9 3 \pm 0 . 1 1$,$3 . 4 8 \pm 0 . 1 1$
Extrep bigram WD -1.25,$2 . 7 8 \pm 0 . 0 9$,$2 . 8 2 \pm 0 . 1 3$,$3 . 4 0 \pm 0 . 1 2$,$2 . 2 7 \pm 0 . 1 2$,$2 . 5 4 \pm 0 . 0 9$,$2 . 7 6 \pm 0 . 1 0$,$3 . 0 5 \pm 0 . 1 1$,$3 . 5 3 \pm 0 . 1 4$
Extrep bigram WD -3.5,$2 . 8 3 \pm 0 . 1 1$,$2 . 9 3 \pm 0 . 1 0$,${ \bf 3 . 5 6 \pm 0 . 1 0 }$,$2 . 4 3 \pm 0 . 1 1$,$2 . 4 7 \pm 0 . 1 1$,$2 . 8 3 \pm 0 . 1 0$,$3 . 1 4 \pm 0 . 1 0$,$3 . 6 2 \pm 0 . 1 2$
Extrep bigram WD -inf,$2 . 7 4 \pm 0 . 1 1$,$2 . 8 7 \pm 0 . 1 4$,$3 . 4 9 \pm 0 . 1 2$,$2 . 3 2 \pm 0 . 1 3$,$2 . 5 6 \pm 0 . 1 1$,$2 . 7 5 \pm 0 . 1 2$,$3 . 1 3 \pm 0 . 1 2$,$3 . 5 9 \pm 0 . 1 2$
* Repetition-controlled baseline,$2 . 8 6 \pm 0 . 1 2$,$2 . 8 2 \pm 0 . 1 2$,$3 . 5 3 \pm 0 . 1 0$,$2 . 4 0 \pm 0 . 1 1$,$2 . 6 2 \pm 0 . 1 3$,$2 . 8 4 \pm 0 . 1 2$,$3 . 1 0 \pm 0 . 1 1$,$3 . 5 8 \pm 0 . 1 4$
Question control (CT),,,,,,,,
Question-controlled CT 0,${ \bf 2 . 8 7 \pm 0 . 1 2 }$,$2 . 8 4 \pm 0 . 1 3$,$3 . 5 1 \pm 0 . 1 0$,$2 . 4 6 \pm 0 . 1 1$,$2 . 3 6 \pm 0 . 0 9$,$2 . 7 6 \pm 0 . 0 9$,$3 . 1 0 \pm 0 . 1 0$,$3 . 4 9 \pm 0 . 1 2$
Question-controlled CT 1,$2 . 8 2 \pm 0 . 1 1$,$2 . 8 8 \pm 0 . 1 1$,,3.42 ±0.10 2.46± 0.12,$2 . 4 7 \pm 0 . 1 1$,$2 . 7 9 \pm 0 . 1 3$,$3 . 1 4 \pm 0 . 1 1$,$3 . 5 5 \pm 0 . 1 0$
Question-controlled CT 4,$2 . 7 8 \pm 0 . 1 2$,$2 . 8 8 \pm 0 . 1 0$,3.47 ± 0.11,$2 . 4 0 \pm 0 . 0 9$,$2 . 5 3 \pm 0 . 1 3$,$2 . 8 3 \pm 0 . 1 3$,${ \bf 3 . 2 4 \pm 0 . 1 1 }$,$3 . 5 9 \pm 0 . 1 0$
* Question-controlled CT 7,$2 . 8 1 \pm 0 . 1 0$,${ \bf 2 . 9 9 \pm 0 . 1 1 }$,3.54 ± 0.09,$2 . 3 5 \pm 0 . 1 1$,$2 . 6 6 \pm 0 . 1 2$,$2 . 9 2 \pm 0 . 1 2$,$3 . 1 1 \pm 0 . 1 0$,$3 . 4 7 \pm 0 . 1 0$
Question-controlled CT 10,$2 . 6 7 \pm 0 . 1 3$,$2 . 8 7 \pm 0 . 1 1$,$3 . 5 2 \pm 0 . 1 2$,$2 . 3 5 \pm 0 . 1 2$,$2 . 6 3 \pm 0 . 1 2$,$2 . 6 6 \pm 0 . 1 0$,$2 . 9 4 \pm 0 . 1 1$,$3 . 5 3 \pm 0 . 1 2$
Question-controlled CT 10 (boost),$2 . 6 8 \pm 0 . 1 2$,$2 . 7 4 \pm 0 . 0 9$,$3 . 4 2 \pm 0 . 1 2$,$2 . 1 9 \pm 0 . 1 3$,${ \bf 2 . 7 9 \pm 0 . 1 1 }$,$2 . 7 4 \pm 0 . 1 1$,$3 . 0 0 \pm 0 . 1 2$,$3 . 4 5 \pm 0 . 1 3$
Specificity control (CT),,,,,,,,
Specificity-controlled CT 0,2.79 ±0.10 2.93 ±0.09,,$3 . 4 4 \pm 0 . 1 2$,$2 . 3 8 \pm 0 . 1 1$,$2 . 5 6 \pm 0 . 1 2$,$2 . 8 4 \pm 0 . 1 2$,3.12 ± 0.13,3.61± 0.11
Specificity-controlled CT 2,$2 . 7 8 \pm 0 . 1 2$,$2 . 7 4 \pm 0 . 1 1$,$3 . 3 9 \pm 0 . 1 3$,$2 . 3 1 \pm 0 . 1 3$,$2 . 5 6 \pm 0 . 1 3$,$2 . 7 4 \pm 0 . 1 2$,$2 . 9 9 \pm 0 . 1 1$,$3 . 4 7 \pm 0 . 1 0$
Specificity-controlled CT 4,$2 . 8 2 \pm 0 . 1 0$,$2 . 8 0 \pm 0 . 1 3$,$3 . 4 4 \pm 0 . 1 4$,$2 . 3 2 \pm 0 . 1 3$,$2 . 5 1 \pm 0 . 1 2$,$2 . 7 8 \pm 0 . 1 5$,3.09 ±0.13,3.46±0.13
Specificity-controlled CT 7,$2 . 8 1 \pm 0 . 1 2$,$2 . 9 1 \pm 0 . 1 3$,$3 . 4 3 \pm 0 . 1 1$,$2 . 4 5 \pm 0 . 1 0$,$2 . 4 9 \pm 0 . 1 1$,$2 . 8 1 \pm 0 . 1 2$,3.15 ± 0.12,3.55 ± 0.11
Specificity-controlled CT 9,$2 . 8 0 \pm 0 . 1 3$,$2 . 7 8 \pm 0 . 1 0$,$3 . 4 1 \pm 0 . 1 2$,$2 . 3 5 \pm 0 . 1 3$,$2 . 2 8 \pm 0 . 1 1$,$2 . 7 9 \pm 0 . 1 1$,2.91 ± 0.11,3.51 ± 0.12
Specificity control (WD),,,,,,,,
Specificity-controlled WD -10,$2 . 7 6 \pm 0 . 1 1$,$2 . 4 1 \pm 0 . 1 2$,$3 . 1 9 \pm 0 . 1 2$,$2 . 1 5 \pm 0 . 1 1$,$2 . 2 8 \pm 0 . 1 3$,$2 . 3 5 \pm 0 . 1 2$,$2 . 8 9 \pm 0 . 1 1$,$3 . 2 8 \pm 0 . 1 2$
Specificity-controlled WD -4,$2 . 8 3 \pm 0 . 1 0$,$2 . 7 6 \pm 0 . 1 2$,$3 . 3 7 \pm 0 . 1 0$,$2 . 3 6 \pm 0 . 1 1$,$2 . 4 6 \pm 0 . 1 1$,$2 . 6 2 \pm 0 . 1 2$,$3 . 1 4 \pm 0 . 0 9$,$3 . 5 2 \pm 0 . 1 1$
* Specificity-controlled WD 4,$2 . 8 4 \pm 0 . 1 0$,$2 . 9 6 \pm 0 . 1 2$,$3 . 4 5 \pm 0 . 1 3$,$2 . 4 4 \pm 0 . 1 2$,$2 . 5 6 \pm 0 . 0 9$,${ \bf 2 . 9 4 \pm 0 . 1 1 }$,$3 . 2 0 \pm 0 . 1 0$,$3 . 5 4 \pm 0 . 1 1$
Specificity-controlled WD 6,$2 . 8 1 \pm 0 . 0 9$,$2 . 9 1 \pm 0 . 1 0$,$3 . 3 4 \pm 0 . 0 9$,$2 . 3 1 \pm 0 . 1 1$,$2 . 5 3 \pm 0 . 1 2$,$2 . 9 3 \pm 0 . 1 2$,$3 . 0 9 \pm 0 . 1 0$,$3 . 4 1 \pm 0 . 1 2$
Specificity-controlled WD 8,$2 . 7 0 \pm 0 . 1 1$,$2 . 3 9 \pm 0 . 1 2$,$2 . 5 4 \pm 0 . 1 2$,$1 . 8 0 \pm 0 . 1 3$,$2 . 0 0 \pm 0 . 1 0$,$2 . 4 9 \pm 0 . 1 2$,$2 . 4 7 \pm 0 . 1 0$,$2 . 8 7 \pm 0 . 1 1$
Response-related control (WD),,,,,,,,
Response-related controlled WD -10,$2 . 7 7 \pm 0 . 1 2$,$2 . 4 5 \pm 0 . 1 2$,$3 . 2 6 \pm 0 . 1 1$,$1 . 9 6 \pm 0 . 1 0$,$2 . 3 1 \pm 0 . 1 2$,$2 . 4 7 \pm 0 . 1 2$,$2 . 7 3 \pm 0 . 1 1$,$3 . 1 2 \pm 0 . 1 2$
Response-related controlled WD 0,${ \bf 2 . 8 7 \pm 0 . 1 2 }$,$2 . 9 7 \pm 0 . 1 1$,$3 . 5 5 \pm 0 . 0 9$,${ \bf 2 . 6 2 \pm 0 . 1 1 }$,$2 . 4 8 \pm 0 . 1 0$,$2 . 8 8 \pm 0 . 1 2$,$3 . 2 1 \pm 0 . 0 9$,${ \bf 3 . 7 0 \pm 0 . 1 0 }$
Response-related controlled WD 5,$2 . 7 9 \pm 0 . 1 0$,$2 . 8 3 \pm 0 . 0 9$,$3 . 3 5 \pm 0 . 1 2$,$2 . 4 0 \pm 0 . 1 2$,$2 . 5 1 \pm 0 . 1 3$,$2 . 8 0 \pm 0 . 1 3$,$3 . 1 3 \pm 0 . 1 2$,$3 . 4 1 \pm 0 . 1 2$
Response-related controlled WD 10,$2 . 7 4 \pm 0 . 1 1$,$2 . 4 2 \pm 0 . 1 2$,$2 . 9 3 \pm 0 . 1 1$,$1 . 9 5 \pm 0 . 1 2$,$2 . 2 0 \pm 0 . 1 2$,$2 . 5 6 \pm 0 . 1 2$,$2 . 9 0 \pm 0 . 1 2$,$3 . 1 2 \pm 0 . 1 0$
Response-related controlled WD 13,$2 . 6 3 \pm 0 . 1 2$,$2 . 0 6 \pm 0 . 1 1$,$2 . 4 0 \pm 0 . 0 9$,$1 . 7 4 \pm 0 . 1 1$,$2 . 0 7 \pm 0 . 1 1$,$2 . 2 5 \pm 0 . 1 2$,$2 . 4 9 \pm 0 . 1 4$,$2 . 6 3 \pm 0 . 1 0$
