Disconnecting_ Bluetooth connection (after use),
Using the voice assist function,
Using the Google Assistant,
Using Amazon Alexa,
Using the voice assist function (Google app).,
Using the voice assist function (Siri).,
Using the apps,
"What you can do with the “Sony_LHeadphones Connect"" app",
"Installing_the “Sony_|Headphones Connect"" app",
"Accessing support information from the “Sony_Headphones Connect"" app",
Updating the headset software,
Important information,
Precautions,
License notice,
Trademarks,
Customer support websites,
Troubleshooting,
What can I do to solve a problem?,
Power/Charging Unable to turn on the headset. Charging cannot be done.Charging time is too long_ The available operating time is short (the duration of the battery is short). The headset cannot be charged even if connecting the headset to a computer. The remaining_battery charge of the headset is not displayed on the screen of smartphone.,
Power/Charging Unable to turn on the headset. Charging cannot be done.Charging time is too long_ The available operating time is short (the duration of the battery is short). The headset cannot be charged even if connecting the headset to a computer. The remaining_battery charge of the headset is not displayed on the screen of smartphone.,Charging cannot be done.
Power/Charging Unable to turn on the headset. Charging cannot be done.Charging time is too long_ The available operating time is short (the duration of the battery is short). The headset cannot be charged even if connecting the headset to a computer. The remaining_battery charge of the headset is not displayed on the screen of smartphone.,Charging time is too long_
Power/Charging Unable to turn on the headset. Charging cannot be done.Charging time is too long_ The available operating time is short (the duration of the battery is short). The headset cannot be charged even if connecting the headset to a computer. The remaining_battery charge of the headset is not displayed on the screen of smartphone.,The available operating time is short (the duration of the battery is short).
Power/Charging Unable to turn on the headset. Charging cannot be done.Charging time is too long_ The available operating time is short (the duration of the battery is short). The headset cannot be charged even if connecting the headset to a computer. The remaining_battery charge of the headset is not displayed on the screen of smartphone.,The headset cannot be charged even if connecting the headset to a computer.
