,Pension Benefits,Pension Benefits,Pension Benefits,Pension Benefits,Other Postretirement Benefits,
,U.S.,,Non-U.S.,,Other Postretirement Benefits,
2020,,2019,2020,2019,2020 2019,
,(percent),(percent),(percent),(percent),(percent),
Weighted-average assumptions used to determine benefit obligations at December 31,,,,,,
Discount rate,2.80 5.50,3.50,1.60,2.30 4.80,2.80 5.50,3.50 5.75
Long-term rate of compensation increase,5.75 4.20,5.75 4.20,5.75 4.20,5.75 4.20,5.75 4.20,5.75 4.20
Change in benefit obligation,(millions of dollars),(millions of dollars),(millions of dollars),(millions of dollars),(millions of dollars),(millions of dollars)
Benefit obligation at January 1,"20,959","18,174","29,918","25,378","8,113","7,471"
Service cost,965,757,707,551,181,139
Interest cost,708,766,657,763,277,315
Actuarial loss/(gain) (l),"1,287","2,562","2,344","3,703",(66),556
Benefits paid (2) (3),"(1,987)","(1,300)","(1,317)","(1,196)",(510),(517)
Foreign exchange rate changes,,1,"1,375",391,,
"Amendments,divestments and other",1 (270),1 (270),,328,23,25
Benefit obligation at December 31,,,"(58) 33,626","29,918",117,124
Accumulated benefit obligation at December 31,"21,662 17,502","20,959 16,387","30,952","27,236","8,135 一","8,113"
